Student ID,English,Mathematics,Science,Social Studies,Logical Reasoning,Computer Awareness,Branch,Course
Student_20_1,44,48,46,40,42,49,Vocational,Vocational in Computer Science and Information Technology
Student_20_2,49,53,50,35,45,45,Vocational,Vocational in Mechanical and Electrical
Student_20_3,46,47,35,51,46,46,Vocational,Vocational in Construction and Design
Student_20_4,49,42,45,48,47,47,Vocational,Vocational in Hospitality and Event Management
Student_20_5,42,50,35,45,51,49,Vocational,"Vocational in Finance, Business and Marketing"
Student_20_6,46,42,39,47,50,45,Vocational,Vocational in Arts and Media
Student_20_7,51,44,48,36,43,44,Vocational,Vocational in Physical Education and Wellness
Student_20_8,35,36,37,38,36,38,Vocational,Vocational in Culinary Studies and Cooking
Student_21_1,43,54,47,45,48,53,Vocational,Vocational in Computer Science and Information Technology
Student_21_2,42,47,49,39,47,47,Vocational,Vocational in Mechanical and Electrical
Student_21_3,54,47,43,53,50,42,Vocational,Vocational in Construction and Design
Student_21_4,40,42,35,51,48,49,Vocational,Vocational in Hospitality and Event Management
Student_21_5,42,53,45,41,45,50,Vocational,"Vocational in Finance, Business and Marketing"
Student_21_6,52,43,37,49,49,44,Vocational,Vocational in Arts and Media
Student_21_7,42,38,47,36,43,41,Vocational,Vocational in Physical Education and Wellness
Student_21_8,40,35,38,37,37,35,Vocational,Vocational in Culinary Studies and Cooking
Student_22_1,44,48,50,44,42,50,Vocational,Vocational in Computer Science and Information Technology
Student_22_2,49,46,54,41,45,50,Vocational,Vocational in Mechanical and Electrical
Student_22_3,49,43,40,47,55,44,Vocational,Vocational in Construction and Design
Student_22_4,46,44,44,47,44,41,Vocational,Vocational in Hospitality and Event Management
Student_22_5,40,45,39,42,45,49,Vocational,"Vocational in Finance, Business and Marketing"
Student_22_6,41,43,38,47,50,48,Vocational,Vocational in Arts and Media
Student_22_7,42,45,45,44,41,42,Vocational,Vocational in Physical Education and Wellness
Student_22_8,39,37,38,35,38,39,Vocational,Vocational in Culinary Studies and Cooking
Student_23_1,42,45,48,40,49,49,Vocational,Vocational in Computer Science and Information Technology
Student_23_2,53,53,46,37,46,44,Vocational,Vocational in Mechanical and Electrical
Student_23_3,41,42,37,45,53,42,Vocational,Vocational in Construction and Design
Student_23_4,47,42,39,49,42,50,Vocational,Vocational in Hospitality and Event Management
Student_23_5,54,54,45,40,54,43,Vocational,"Vocational in Finance, Business and Marketing"
Student_23_6,54,39,35,45,48,43,Vocational,Vocational in Arts and Media
Student_23_7,52,39,53,42,47,48,Vocational,Vocational in Physical Education and Wellness
Student_23_8,38,36,40,36,38,36,Vocational,Vocational in Culinary Studies and Cooking
Student_24_1,44,52,46,40,43,51,Vocational,Vocational in Computer Science and Information Technology
Student_24_2,51,50,45,38,47,49,Vocational,Vocational in Mechanical and Electrical
Student_24_3,53,47,42,48,50,48,Vocational,Vocational in Construction and Design
Student_24_4,46,48,42,55,48,50,Vocational,Vocational in Hospitality and Event Management
Student_24_5,42,50,38,37,55,41,Vocational,"Vocational in Finance, Business and Marketing"
Student_24_6,55,39,39,46,50,47,Vocational,Vocational in Arts and Media
Student_24_7,43,36,45,44,48,43,Vocational,Vocational in Physical Education and Wellness
Student_24_8,40,37,38,38,35,38,Vocational,Vocational in Culinary Studies and Cooking
Student_25_1,45,46,42,44,47,47,Vocational,Vocational in Computer Science and Information Technology
Student_25_2,50,52,53,38,46,46,Vocational,Vocational in Mechanical and Electrical
Student_25_3,54,48,41,46,52,43,Vocational,Vocational in Construction and Design
Student_25_4,51,45,38,54,47,41,Vocational,Vocational in Hospitality and Event Management
Student_25_5,45,53,45,39,50,43,Vocational,"Vocational in Finance, Business and Marketing"
Student_25_6,46,43,37,48,48,45,Vocational,Vocational in Arts and Media
Student_25_7,42,44,50,35,42,45,Vocational,Vocational in Physical Education and Wellness
Student_25_8,39,40,39,35,37,40,Vocational,Vocational in Culinary Studies and Cooking
Student_26_1,46,47,49,37,49,48,Vocational,Vocational in Computer Science and Information Technology
Student_26_2,53,53,46,37,43,42,Vocational,Vocational in Mechanical and Electrical
Student_26_3,54,49,40,49,49,43,Vocational,Vocational in Construction and Design
Student_26_4,49,43,40,46,47,49,Vocational,Vocational in Hospitality and Event Management
Student_26_5,55,49,40,38,45,46,Vocational,"Vocational in Finance, Business and Marketing"
Student_26_6,41,38,39,45,47,43,Vocational,Vocational in Arts and Media
Student_26_7,54,45,51,35,48,46,Vocational,Vocational in Physical Education and Wellness
Student_26_8,39,39,37,37,38,40,Vocational,Vocational in Culinary Studies and Cooking
Student_27_1,46,50,42,43,43,51,Vocational,Vocational in Computer Science and Information Technology
Student_27_2,49,45,45,37,42,44,Vocational,Vocational in Mechanical and Electrical
Student_27_3,49,49,39,52,53,44,Vocational,Vocational in Construction and Design
Student_27_4,43,49,36,50,46,45,Vocational,Vocational in Hospitality and Event Management
Student_27_5,49,50,35,44,53,44,Vocational,"Vocational in Finance, Business and Marketing"
Student_27_6,42,44,40,51,45,48,Vocational,Vocational in Arts and Media
Student_27_7,40,43,48,35,45,43,Vocational,Vocational in Physical Education and Wellness
Student_27_8,37,38,38,40,35,37,Vocational,Vocational in Culinary Studies and Cooking
Student_28_1,47,50,41,41,42,47,Vocational,Vocational in Computer Science and Information Technology
Student_28_2,40,52,48,41,50,48,Vocational,Vocational in Mechanical and Electrical
Student_28_3,44,49,40,49,46,42,Vocational,Vocational in Construction and Design
Student_28_4,54,42,38,46,44,44,Vocational,Vocational in Hospitality and Event Management
Student_28_5,51,49,45,39,47,48,Vocational,"Vocational in Finance, Business and Marketing"
Student_28_6,52,36,39,53,42,50,Vocational,Vocational in Arts and Media
Student_28_7,51,37,47,45,44,42,Vocational,Vocational in Physical Education and Wellness
Student_28_8,40,36,37,35,39,37,Vocational,Vocational in Culinary Studies and Cooking
Student_29_1,47,52,43,40,45,48,Vocational,Vocational in Computer Science and Information Technology
Student_29_2,52,46,51,42,43,42,Vocational,Vocational in Mechanical and Electrical
Student_29_3,53,41,42,52,45,49,Vocational,Vocational in Construction and Design
Student_29_4,45,42,36,53,50,47,Vocational,Vocational in Hospitality and Event Management
Student_29_5,52,45,38,36,49,48,Vocational,"Vocational in Finance, Business and Marketing"
Student_29_6,55,38,35,53,43,42,Vocational,Vocational in Arts and Media
Student_29_7,52,38,51,38,42,44,Vocational,Vocational in Physical Education and Wellness
Student_29_8,38,35,35,35,39,36,Vocational,Vocational in Culinary Studies and Cooking
Student_30_1,45,54,43,41,44,45,Vocational,Vocational in Computer Science and Information Technology
Student_30_2,41,55,50,36,45,41,Vocational,Vocational in Mechanical and Electrical
Student_30_3,49,45,36,51,54,50,Vocational,Vocational in Construction and Design
Student_30_4,55,45,35,48,48,49,Vocational,Vocational in Hospitality and Event Management
Student_30_5,51,52,39,35,51,43,Vocational,"Vocational in Finance, Business and Marketing"
Student_30_6,47,41,39,46,47,50,Vocational,Vocational in Arts and Media
Student_30_7,52,45,50,40,42,50,Vocational,Vocational in Physical Education and Wellness
Student_30_8,40,40,35,38,39,40,Vocational,Vocational in Culinary Studies and Cooking
Student_31_1,48,47,44,40,44,55,Vocational,Vocational in Computer Science and Information Technology
Student_31_2,43,55,53,44,46,47,Vocational,Vocational in Mechanical and Electrical
Student_31_3,49,46,35,52,51,46,Vocational,Vocational in Construction and Design
Student_31_4,47,42,39,45,46,50,Vocational,Vocational in Hospitality and Event Management
Student_31_5,49,54,36,36,46,44,Vocational,"Vocational in Finance, Business and Marketing"
Student_31_6,53,40,40,47,50,49,Vocational,Vocational in Arts and Media
Student_31_7,51,36,45,45,42,48,Vocational,Vocational in Physical Education and Wellness
Student_31_8,38,37,40,35,38,35,Vocational,Vocational in Culinary Studies and Cooking
Student_32_1,46,52,55,39,41,46,Vocational,Vocational in Computer Science and Information Technology
Student_32_2,44,52,47,36,42,42,Vocational,Vocational in Mechanical and Electrical
Student_32_3,40,43,35,53,48,41,Vocational,Vocational in Construction and Design
Student_32_4,48,45,41,55,46,46,Vocational,Vocational in Hospitality and Event Management
Student_32_5,52,55,45,43,54,48,Vocational,"Vocational in Finance, Business and Marketing"
Student_32_6,50,35,35,53,47,48,Vocational,Vocational in Arts and Media
Student_32_7,48,36,55,35,47,44,Vocational,Vocational in Physical Education and Wellness
Student_32_8,36,36,37,40,39,40,Vocational,Vocational in Culinary Studies and Cooking
Student_33_1,42,52,51,35,48,50,Vocational,Vocational in Computer Science and Information Technology
Student_33_2,53,48,51,41,50,41,Vocational,Vocational in Mechanical and Electrical
Student_33_3,52,48,41,54,46,42,Vocational,Vocational in Construction and Design
Student_33_4,51,49,38,54,43,50,Vocational,Vocational in Hospitality and Event Management
Student_33_5,42,46,41,42,49,45,Vocational,"Vocational in Finance, Business and Marketing"
Student_33_6,50,43,39,45,49,48,Vocational,Vocational in Arts and Media
Student_33_7,41,37,46,40,49,50,Vocational,Vocational in Physical Education and Wellness
Student_33_8,35,35,39,36,35,38,Vocational,Vocational in Culinary Studies and Cooking
Student_34_1,45,46,47,40,47,46,Vocational,Vocational in Computer Science and Information Technology
Student_34_2,45,51,46,40,50,47,Vocational,Vocational in Mechanical and Electrical
Student_34_3,50,44,37,45,51,49,Vocational,Vocational in Construction and Design
Student_34_4,44,42,36,49,44,45,Vocational,Vocational in Hospitality and Event Management
Student_34_5,50,52,42,37,55,49,Vocational,"Vocational in Finance, Business and Marketing"
Student_34_6,41,40,35,50,49,43,Vocational,Vocational in Arts and Media
Student_34_7,52,43,50,41,44,50,Vocational,Vocational in Physical Education and Wellness
Student_34_8,40,39,37,37,37,37,Vocational,Vocational in Culinary Studies and Cooking
Student_35_1,41,53,51,41,49,46,Vocational,Vocational in Computer Science and Information Technology
Student_35_2,53,51,45,37,43,42,Vocational,Vocational in Mechanical and Electrical
Student_35_3,52,44,37,49,52,41,Vocational,Vocational in Construction and Design
Student_35_4,46,45,45,53,43,42,Vocational,Vocational in Hospitality and Event Management
Student_35_5,52,45,38,38,51,47,Vocational,"Vocational in Finance, Business and Marketing"
Student_35_6,41,40,43,46,48,45,Vocational,Vocational in Arts and Media
Student_35_7,48,36,50,42,46,47,Vocational,Vocational in Physical Education and Wellness
Student_35_8,39,35,39,35,36,38,Vocational,Vocational in Culinary Studies and Cooking
Student_36_1,54,55,44,44,50,50,Vocational,Vocational in Computer Science and Information Technology
Student_36_2,41,47,48,38,48,47,Vocational,Vocational in Mechanical and Electrical
Student_36_3,41,41,37,47,46,44,Vocational,Vocational in Construction and Design
Student_36_4,40,47,43,53,49,47,Vocational,Vocational in Hospitality and Event Management
Student_36_5,46,55,38,42,46,41,Vocational,"Vocational in Finance, Business and Marketing"
Student_36_6,54,42,35,45,47,44,Vocational,Vocational in Arts and Media
Student_36_7,45,44,52,39,44,42,Vocational,Vocational in Physical Education and Wellness
Student_36_8,40,37,37,36,37,40,Vocational,Vocational in Culinary Studies and Cooking
Student_37_1,48,53,52,42,42,50,Vocational,Vocational in Computer Science and Information Technology
Student_37_2,52,54,51,35,45,44,Vocational,Vocational in Mechanical and Electrical
Student_37_3,44,41,35,53,55,46,Vocational,Vocational in Construction and Design
Student_37_4,47,42,43,49,46,47,Vocational,Vocational in Hospitality and Event Management
Student_37_5,44,49,36,37,54,50,Vocational,"Vocational in Finance, Business and Marketing"
Student_37_6,43,37,36,45,48,44,Vocational,Vocational in Arts and Media
Student_37_7,45,43,48,35,46,47,Vocational,Vocational in Physical Education and Wellness
Student_37_8,37,38,40,37,40,37,Vocational,Vocational in Culinary Studies and Cooking
Student_38_1,47,45,49,39,45,49,Vocational,Vocational in Computer Science and Information Technology
Student_38_2,42,47,50,38,48,43,Vocational,Vocational in Mechanical and Electrical
Student_38_3,50,50,41,46,45,50,Vocational,Vocational in Construction and Design
Student_38_4,46,47,43,45,48,44,Vocational,Vocational in Hospitality and Event Management
Student_38_5,43,48,40,36,46,42,Vocational,"Vocational in Finance, Business and Marketing"
Student_38_6,44,35,43,55,41,43,Vocational,Vocational in Arts and Media
Student_38_7,40,45,55,42,49,47,Vocational,Vocational in Physical Education and Wellness
Student_38_8,35,37,37,36,38,38,Vocational,Vocational in Culinary Studies and Cooking
Student_39_1,43,53,52,39,43,53,Vocational,Vocational in Computer Science and Information Technology
Student_39_2,50,55,50,37,49,45,Vocational,Vocational in Mechanical and Electrical
Student_39_3,44,46,40,47,52,49,Vocational,Vocational in Construction and Design
Student_39_4,55,46,36,45,50,44,Vocational,Vocational in Hospitality and Event Management
Student_39_5,47,53,35,39,45,45,Vocational,"Vocational in Finance, Business and Marketing"
Student_39_6,55,44,43,45,50,45,Vocational,Vocational in Arts and Media
Student_39_7,50,38,50,37,48,46,Vocational,Vocational in Physical Education and Wellness
Student_39_8,39,37,35,39,39,35,Vocational,Vocational in Culinary Studies and Cooking
Student_40_1,52,55,42,36,45,45,Vocational,Vocational in Computer Science and Information Technology
Student_40_2,47,51,46,36,42,50,Vocational,Vocational in Mechanical and Electrical
Student_40_3,47,45,40,50,53,47,Vocational,Vocational in Construction and Design
Student_40_4,40,47,45,52,47,47,Vocational,Vocational in Hospitality and Event Management
Student_40_5,45,52,41,41,45,43,Vocational,"Vocational in Finance, Business and Marketing"
Student_40_6,49,37,43,53,41,45,Vocational,Vocational in Arts and Media
Student_40_7,47,35,50,43,48,46,Vocational,Vocational in Physical Education and Wellness
Student_40_8,37,38,37,38,35,37,Vocational,Vocational in Culinary Studies and Cooking
Student_41_1,53,53,47,39,44,51,Vocational,Vocational in Computer Science and Information Technology
Student_41_2,41,45,49,37,50,41,Vocational,Vocational in Mechanical and Electrical
Student_41_3,50,47,40,51,49,49,Vocational,Vocational in Construction and Design
Student_41_4,44,46,35,51,44,50,Vocational,Vocational in Hospitality and Event Management
Student_41_5,53,49,35,43,53,43,Vocational,"Vocational in Finance, Business and Marketing"
Student_41_6,52,36,36,46,43,47,Vocational,Vocational in Arts and Media
Student_41_7,45,45,47,35,47,49,Vocational,Vocational in Physical Education and Wellness
Student_41_8,38,37,39,38,35,40,Vocational,Vocational in Culinary Studies and Cooking
Student_42_1,43,46,40,42,45,51,Vocational,Vocational in Computer Science and Information Technology
Student_42_2,55,55,51,40,47,43,Vocational,Vocational in Mechanical and Electrical
Student_42_3,52,47,39,54,51,50,Vocational,Vocational in Construction and Design
Student_42_4,54,43,35,53,41,46,Vocational,Vocational in Hospitality and Event Management
Student_42_5,46,49,35,39,55,42,Vocational,"Vocational in Finance, Business and Marketing"
Student_42_6,50,41,41,55,44,50,Vocational,Vocational in Arts and Media
Student_42_7,48,36,49,40,43,42,Vocational,Vocational in Physical Education and Wellness
Student_42_8,40,39,35,36,39,39,Vocational,Vocational in Culinary Studies and Cooking
Student_43_1,40,45,44,39,46,54,Vocational,Vocational in Computer Science and Information Technology
Student_43_2,46,50,53,35,46,48,Vocational,Vocational in Mechanical and Electrical
Student_43_3,54,44,42,53,47,42,Vocational,Vocational in Construction and Design
Student_43_4,46,49,40,51,47,47,Vocational,Vocational in Hospitality and Event Management
Student_43_5,55,46,45,35,52,42,Vocational,"Vocational in Finance, Business and Marketing"
Student_43_6,49,37,37,50,48,41,Vocational,Vocational in Arts and Media
Student_43_7,50,41,51,43,49,41,Vocational,Vocational in Physical Education and Wellness
Student_43_8,38,39,38,39,36,36,Vocational,Vocational in Culinary Studies and Cooking
Student_44_1,54,55,46,43,47,52,Vocational,Vocational in Computer Science and Information Technology
Student_44_2,43,48,47,40,43,49,Vocational,Vocational in Mechanical and Electrical
Student_44_3,55,43,38,49,54,42,Vocational,Vocational in Construction and Design
Student_44_4,53,47,37,50,45,43,Vocational,Vocational in Hospitality and Event Management
Student_44_5,42,54,36,42,46,41,Vocational,"Vocational in Finance, Business and Marketing"
