Student ID,English,Mathematics,Science,Social Studies,Logical Reasoning,Computer Awareness,Branch,Course
Student_9_5,73,70,66,52,67,61,ITI,ITI in Physical Education and Wellness
Student_10_1,61,72,61,49,72,74,ITI,ITI in Computer Science and Information Technology
Student_10_2,67,74,70,53,64,69,ITI,ITI in Mechanical and Electrical
Student_10_3,64,68,66,44,62,66,ITI,ITI in Electronics and Communication
Student_10_4,61,73,72,50,67,56,ITI,ITI in Construction and Design
Student_10_5,69,64,70,42,70,57,ITI,ITI in Physical Education and Wellness
Student_11_1,65,68,68,69,73,73,ITI,ITI in Computer Science and Information Technology
Student_11_2,65,74,68,62,64,74,ITI,ITI in Mechanical and Electrical
Student_11_3,69,70,67,65,64,74,ITI,ITI in Electronics and Communication
Student_11_4,66,74,74,64,71,56,ITI,ITI in Construction and Design
Student_11_5,68,73,71,67,68,63,ITI,ITI in Physical Education and Wellness
Student_12_1,74,69,67,74,72,73,ITI,ITI in Computer Science and Information Technology
Student_12_2,61,74,69,54,73,65,ITI,ITI in Mechanical and Electrical
Student_12_3,67,66,65,41,63,69,ITI,ITI in Electronics and Communication
Student_12_4,68,73,69,55,73,64,ITI,ITI in Construction and Design
Student_12_5,71,73,69,60,68,62,ITI,ITI in Physical Education and Wellness
Student_13_1,67,71,67,43,74,70,ITI,ITI in Computer Science and Information Technology
Student_13_2,68,65,66,41,65,66,ITI,ITI in Mechanical and Electrical
Student_13_3,67,67,70,67,61,70,ITI,ITI in Electronics and Communication
Student_13_4,67,67,72,66,73,57,ITI,ITI in Construction and Design
Student_13_5,72,69,71,53,70,57,ITI,ITI in Physical Education and Wellness
Student_14_1,64,72,63,52,68,71,ITI,ITI in Computer Science and Information Technology
Student_14_2,73,70,73,59,69,72,ITI,ITI in Mechanical and Electrical
Student_14_3,67,69,72,42,61,70,ITI,ITI in Electronics and Communication
Student_14_4,65,73,68,51,73,57,ITI,ITI in Construction and Design
Student_14_5,74,61,72,64,66,59,ITI,ITI in Physical Education and Wellness
Student_15_1,60,68,62,49,73,67,ITI,ITI in Computer Science and Information Technology
Student_15_2,64,73,66,60,62,70,ITI,ITI in Mechanical and Electrical
Student_15_3,70,66,74,45,61,73,ITI,ITI in Electronics and Communication
Student_15_4,60,65,69,40,66,64,ITI,ITI in Construction and Design
Student_15_5,69,74,72,58,74,60,ITI,ITI in Physical Education and Wellness
Student_16_1,60,67,64,51,74,70,ITI,ITI in Computer Science and Information Technology
Student_16_2,64,68,66,67,66,66,ITI,ITI in Mechanical and Electrical
Student_16_3,73,72,66,71,62,74,ITI,ITI in Electronics and Communication
Student_16_4,61,69,68,50,68,56,ITI,ITI in Construction and Design
Student_16_5,73,71,71,42,66,62,ITI,ITI in Physical Education and Wellness
Student_17_1,64,71,71,52,74,68,ITI,ITI in Computer Science and Information Technology
Student_17_2,61,72,71,66,62,72,ITI,ITI in Mechanical and Electrical
Student_17_3,72,72,72,40,64,65,ITI,ITI in Electronics and Communication
Student_17_4,73,65,74,56,69,59,ITI,ITI in Construction and Design
Student_17_5,65,61,67,46,72,64,ITI,ITI in Physical Education and Wellness
Student_18_1,67,65,70,51,65,72,ITI,ITI in Computer Science and Information Technology
Student_18_2,64,69,67,59,60,74,ITI,ITI in Mechanical and Electrical
Student_18_3,73,71,65,69,61,74,ITI,ITI in Electronics and Communication
Student_18_4,62,72,74,73,65,61,ITI,ITI in Construction and Design
Student_18_5,65,70,73,45,65,63,ITI,ITI in Physical Education and Wellness
Student_19_1,66,73,62,41,66,71,ITI,ITI in Computer Science and Information Technology
Student_19_2,63,73,70,74,71,73,ITI,ITI in Mechanical and Electrical
Student_19_3,68,72,70,72,62,70,ITI,ITI in Electronics and Communication
Student_19_4,69,72,74,74,68,63,ITI,ITI in Construction and Design
Student_19_5,69,62,70,67,72,57,ITI,ITI in Physical Education and Wellness
Student_20_1,67,71,63,55,66,66,ITI,ITI in Computer Science and Information Technology
Student_20_2,60,65,69,48,61,67,ITI,ITI in Mechanical and Electrical
Student_20_3,73,70,74,62,59,72,ITI,ITI in Electronics and Communication
Student_20_4,63,73,74,50,66,64,ITI,ITI in Construction and Design
Student_20_5,67,65,74,46,67,56,ITI,ITI in Physical Education and Wellness
Student_21_1,73,74,60,71,72,69,ITI,ITI in Computer Science and Information Technology
Student_21_2,61,73,72,44,70,73,ITI,ITI in Mechanical and Electrical
Student_21_3,71,66,71,48,58,65,ITI,ITI in Electronics and Communication
Student_21_4,70,68,70,49,68,58,ITI,ITI in Construction and Design
Student_21_5,68,70,73,69,69,57,ITI,ITI in Physical Education and Wellness
Student_22_1,74,66,65,41,65,71,ITI,ITI in Computer Science and Information Technology
Student_22_2,63,71,65,49,70,70,ITI,ITI in Mechanical and Electrical
Student_22_3,71,72,67,44,60,65,ITI,ITI in Electronics and Communication
Student_22_4,68,69,69,56,68,64,ITI,ITI in Construction and Design
Student_22_5,68,70,73,59,71,62,ITI,ITI in Physical Education and Wellness
Student_23_1,65,66,71,73,70,71,ITI,ITI in Computer Science and Information Technology
Student_23_2,72,68,70,60,67,66,ITI,ITI in Mechanical and Electrical
Student_23_3,70,70,68,64,56,74,ITI,ITI in Electronics and Communication
Student_23_4,62,66,66,71,66,57,ITI,ITI in Construction and Design
Student_23_5,70,63,71,63,70,63,ITI,ITI in Physical Education and Wellness
Student_24_1,61,67,68,65,69,69,ITI,ITI in Computer Science and Information Technology
Student_24_2,60,67,65,57,61,72,ITI,ITI in Mechanical and Electrical
Student_24_3,70,71,68,67,60,67,ITI,ITI in Electronics and Communication
Student_24_4,60,74,71,42,72,64,ITI,ITI in Construction and Design
Student_24_5,72,62,67,62,66,57,ITI,ITI in Physical Education and Wellness
Student_25_1,72,74,66,59,71,65,ITI,ITI in Computer Science and Information Technology
Student_25_2,72,67,65,53,62,68,ITI,ITI in Mechanical and Electrical
Student_25_3,60,74,70,55,57,69,ITI,ITI in Electronics and Communication
Student_25_4,64,69,67,63,70,62,ITI,ITI in Construction and Design
Student_25_5,68,71,68,50,66,60,ITI,ITI in Physical Education and Wellness
Student_26_1,67,66,63,73,66,74,ITI,ITI in Computer Science and Information Technology
Student_26_2,68,71,68,72,73,70,ITI,ITI in Mechanical and Electrical
Student_26_3,66,72,72,52,59,67,ITI,ITI in Electronics and Communication
Student_26_4,74,74,73,60,74,62,ITI,ITI in Construction and Design
Student_26_5,68,61,69,64,65,57,ITI,ITI in Physical Education and Wellness
Student_27_1,71,65,65,71,67,67,ITI,ITI in Computer Science and Information Technology
Student_27_2,68,70,71,47,68,67,ITI,ITI in Mechanical and Electrical
Student_27_3,65,72,74,52,61,65,ITI,ITI in Electronics and Communication
Student_27_4,62,68,67,44,74,63,ITI,ITI in Construction and Design
Student_27_5,65,67,71,63,73,59,ITI,ITI in Physical Education and Wellness
Student_28_1,67,66,60,72,67,72,ITI,ITI in Computer Science and Information Technology
Student_28_2,73,69,71,52,70,70,ITI,ITI in Mechanical and Electrical
Student_28_3,74,69,65,64,58,68,ITI,ITI in Electronics and Communication
Student_28_4,72,69,73,43,67,60,ITI,ITI in Construction and Design
Student_28_5,67,68,65,54,70,61,ITI,ITI in Physical Education and Wellness
Student_29_1,71,69,73,60,66,71,ITI,ITI in Computer Science and Information Technology
Student_29_2,72,69,69,56,74,71,ITI,ITI in Mechanical and Electrical
Student_29_3,72,70,67,66,57,73,ITI,ITI in Electronics and Communication
Student_29_4,64,71,73,46,69,58,ITI,ITI in Construction and Design
Student_29_5,69,62,69,60,65,62,ITI,ITI in Physical Education and Wellness
Student_30_1,67,65,68,42,73,70,ITI,ITI in Computer Science and Information Technology
Student_30_2,60,65,67,59,74,74,ITI,ITI in Mechanical and Electrical
Student_30_3,72,72,66,70,59,65,ITI,ITI in Electronics and Communication
Student_30_4,71,72,72,56,69,63,ITI,ITI in Construction and Design
Student_30_5,70,74,67,61,68,63,ITI,ITI in Physical Education and Wellness
Student_31_1,60,71,72,60,70,72,ITI,ITI in Computer Science and Information Technology
Student_31_2,63,74,68,49,74,74,ITI,ITI in Mechanical and Electrical
Student_31_3,62,69,65,73,61,66,ITI,ITI in Electronics and Communication
Student_31_4,65,68,71,69,69,63,ITI,ITI in Construction and Design
Student_31_5,67,63,74,47,65,62,ITI,ITI in Physical Education and Wellness
Student_32_1,73,68,71,63,73,74,ITI,ITI in Computer Science and Information Technology
Student_32_2,66,74,71,57,67,74,ITI,ITI in Mechanical and Electrical
Student_32_3,73,68,71,59,62,70,ITI,ITI in Electronics and Communication
Student_32_4,65,68,72,71,73,61,ITI,ITI in Construction and Design
Student_32_5,68,72,72,42,71,57,ITI,ITI in Physical Education and Wellness
Student_33_1,71,66,62,49,70,69,ITI,ITI in Computer Science and Information Technology
Student_33_2,63,70,69,40,74,66,ITI,ITI in Mechanical and Electrical
Student_33_3,62,65,66,72,57,73,ITI,ITI in Electronics and Communication
Student_33_4,63,67,74,40,68,60,ITI,ITI in Construction and Design
Student_33_5,72,70,67,45,74,64,ITI,ITI in Physical Education and Wellness
Student_34_1,74,71,61,59,68,71,ITI,ITI in Computer Science and Information Technology
Student_34_2,62,67,68,60,70,67,ITI,ITI in Mechanical and Electrical
Student_34_3,67,72,67,44,57,70,ITI,ITI in Electronics and Communication
Student_34_4,65,72,68,65,74,63,ITI,ITI in Construction and Design
Student_34_5,69,70,73,69,65,60,ITI,ITI in Physical Education and Wellness
Student_35_1,63,71,60,59,71,69,ITI,ITI in Computer Science and Information Technology
Student_35_2,71,74,67,50,72,67,ITI,ITI in Mechanical and Electrical
Student_35_3,64,70,68,55,61,68,ITI,ITI in Electronics and Communication
Student_35_4,68,68,74,61,69,58,ITI,ITI in Construction and Design
Student_35_5,67,66,68,65,68,63,ITI,ITI in Physical Education and Wellness
Student_36_1,69,74,60,55,73,71,ITI,ITI in Computer Science and Information Technology
Student_36_2,73,72,69,73,65,71,ITI,ITI in Mechanical and Electrical
Student_36_3,74,73,71,53,62,70,ITI,ITI in Electronics and Communication
Student_36_4,72,65,68,67,69,59,ITI,ITI in Construction and Design
Student_36_5,68,65,72,52,72,56,ITI,ITI in Physical Education and Wellness
Student_37_1,60,69,74,70,69,66,ITI,ITI in Computer Science and Information Technology
Student_37_2,67,70,68,63,62,73,ITI,ITI in Mechanical and Electrical
Student_37_3,61,70,71,68,59,72,ITI,ITI in Electronics and Communication
Student_37_4,74,70,66,45,72,57,ITI,ITI in Construction and Design
Student_37_5,70,64,74,52,74,60,ITI,ITI in Physical Education and Wellness
Student_38_1,71,66,67,58,70,65,ITI,ITI in Computer Science and Information Technology
Student_38_2,63,65,69,61,63,69,ITI,ITI in Mechanical and Electrical
Student_38_3,70,72,67,66,63,73,ITI,ITI in Electronics and Communication
Student_38_4,72,69,67,72,68,59,ITI,ITI in Construction and Design
Student_38_5,65,65,73,50,67,56,ITI,ITI in Physical Education and Wellness
Student_39_1,72,69,73,74,73,65,ITI,ITI in Computer Science and Information Technology
Student_39_2,66,71,66,70,64,73,ITI,ITI in Mechanical and Electrical
Student_39_3,74,72,74,42,59,71,ITI,ITI in Electronics and Communication
Student_39_4,61,69,65,62,71,62,ITI,ITI in Construction and Design
Student_39_5,72,70,72,43,69,59,ITI,ITI in Physical Education and Wellness
Student_40_1,73,66,63,74,72,69,ITI,ITI in Computer Science and Information Technology
Student_40_2,74,68,73,54,73,69,ITI,ITI in Mechanical and Electrical
Student_40_3,70,70,70,40,58,72,ITI,ITI in Electronics and Communication
Student_40_4,68,70,73,57,65,60,ITI,ITI in Construction and Design
Student_40_5,65,68,67,56,66,63,ITI,ITI in Physical Education and Wellness
Student_41_1,68,68,68,62,71,67,ITI,ITI in Computer Science and Information Technology
Student_41_2,65,70,72,58,68,71,ITI,ITI in Mechanical and Electrical
Student_41_3,71,72,69,73,56,73,ITI,ITI in Electronics and Communication
Student_41_4,65,68,66,66,69,57,ITI,ITI in Construction and Design
Student_41_5,72,66,71,40,72,57,ITI,ITI in Physical Education and Wellness
Student_42_1,61,70,64,73,70,65,ITI,ITI in Computer Science and Information Technology
Student_42_2,73,66,74,72,60,73,ITI,ITI in Mechanical and Electrical
Student_42_3,73,74,65,53,57,73,ITI,ITI in Electronics and Communication
Student_42_4,73,72,72,73,73,56,ITI,ITI in Construction and Design
Student_42_5,67,60,66,59,69,56,ITI,ITI in Physical Education and Wellness
Student_43_1,61,70,61,70,73,70,ITI,ITI in Computer Science and Information Technology
Student_43_2,70,74,69,41,74,68,ITI,ITI in Mechanical and Electrical
Student_43_3,69,68,71,61,58,65,ITI,ITI in Electronics and Communication
Student_43_4,69,71,66,66,69,63,ITI,ITI in Construction and Design
Student_43_5,68,61,71,49,74,58,ITI,ITI in Physical Education and Wellness
Student_44_1,74,73,74,43,71,71,ITI,ITI in Computer Science and Information Technology
Student_44_2,67,66,66,71,67,74,ITI,ITI in Mechanical and Electrical
Student_44_3,73,73,70,54,56,71,ITI,ITI in Electronics and Communication
Student_44_4,60,71,74,51,73,60,ITI,ITI in Construction and Design
Student_44_5,66,62,69,74,67,58,ITI,ITI in Physical Education and Wellness
Student_45_1,62,72,74,45,71,67,ITI,ITI in Computer Science and Information Technology
Student_45_2,67,74,67,41,67,70,ITI,ITI in Mechanical and Electrical
Student_45_3,62,71,73,58,57,72,ITI,ITI in Electronics and Communication
Student_45_4,66,70,74,66,68,59,ITI,ITI in Construction and Design
Student_45_5,69,71,65,40,73,59,ITI,ITI in Physical Education and Wellness
Student_46_1,63,65,74,70,68,66,ITI,ITI in Computer Science and Information Technology
Student_46_2,67,71,70,55,67,72,ITI,ITI in Mechanical and Electrical
Student_46_3,66,71,74,66,56,69,ITI,ITI in Electronics and Communication
Student_46_4,73,68,68,74,69,61,ITI,ITI in Construction and Design
Student_46_5,68,63,68,66,69,57,ITI,ITI in Physical Education and Wellness
Student_47_1,72,67,70,58,66,66,ITI,ITI in Computer Science and Information Technology
Student_47_2,61,74,67,70,64,73,ITI,ITI in Mechanical and Electrical
Student_47_3,67,74,66,40,62,67,ITI,ITI in Electronics and Communication
Student_47_4,69,65,74,66,72,60,ITI,ITI in Construction and Design
Student_47_5,69,64,72,52,70,58,ITI,ITI in Physical Education and Wellness
Student_48_1,72,74,73,43,69,69,ITI,ITI in Computer Science and Information Technology
Student_48_2,72,69,71,44,66,71,ITI,ITI in Mechanical and Electrical
Student_48_3,73,73,65,54,58,69,ITI,ITI in Electronics and Communication
Student_48_4,71,66,69,56,71,61,ITI,ITI in Construction and Design
Student_48_5,66,72,71,56,66,60,ITI,ITI in Physical Education and Wellness
Student_49_1,72,72,74,69,69,71,ITI,ITI in Computer Science and Information Technology
Student_49_2,62,66,73,44,66,71,ITI,ITI in Mechanical and Electrical
Student_49_3,63,71,73,70,61,71,ITI,ITI in Electronics and Communication
Student_49_4,65,73,73,46,69,56,ITI,ITI in Construction and Design
Student_49_5,74,67,69,63,73,57,ITI,ITI in Physical Education and Wellness
Student_50_1,73,74,67,48,67,73,ITI,ITI in Computer Science and Information Technology
Student_50_2,74,65,70,52,71,65,ITI,ITI in Mechanical and Electrical
Student_50_3,67,66,66,43,60,71,ITI,ITI in Electronics and Communication
Student_50_4,73,73,74,72,69,60,ITI,ITI in Construction and Design
Student_50_5,72,67,73,73,66,59,ITI,ITI in Physical Education and Wellness
Student_51_1,63,68,68,74,68,74,ITI,ITI in Computer Science and Information Technology
Student_51_2,66,68,74,57,64,67,ITI,ITI in Mechanical and Electrical
Student_51_3,67,72,68,69,64,69,ITI,ITI in Electronics and Communication
Student_51_4,61,67,68,67,73,57,ITI,ITI in Construction and Design
Student_51_5,72,65,72,57,72,61,ITI,ITI in Physical Education and Wellness
Student_52_1,72,65,72,67,72,70,ITI,ITI in Computer Science and Information Technology
Student_52_2,62,70,70,57,73,69,ITI,ITI in Mechanical and Electrical
Student_52_3,68,65,66,62,56,69,ITI,ITI in Electronics and Communication
Student_52_4,60,67,74,57,73,64,ITI,ITI in Construction and Design
Student_52_5,74,69,66,65,66,59,ITI,ITI in Physical Education and Wellness
Student_53_1,60,72,64,65,73,69,ITI,ITI in Computer Science and Information Technology
Student_53_2,66,71,69,65,73,66,ITI,ITI in Mechanical and Electrical
Student_53_3,71,73,65,48,56,73,ITI,ITI in Electronics and Communication
Student_53_4,64,65,74,61,72,59,ITI,ITI in Construction and Design
Student_53_5,65,68,69,59,69,60,ITI,ITI in Physical Education and Wellness
Student_54_1,68,70,63,50,74,71,ITI,ITI in Computer Science and Information Technology
Student_54_2,70,73,70,59,70,71,ITI,ITI in Mechanical and Electrical
Student_54_3,66,65,65,59,59,70,ITI,ITI in Electronics and Communication
Student_54_4,61,66,74,54,68,63,ITI,ITI in Construction and Design
Student_54_5,66,71,66,67,67,64,ITI,ITI in Physical Education and Wellness
Student_55_1,66,74,60,63,72,72,ITI,ITI in Computer Science and Information Technology
Student_55_2,63,66,71,74,68,67,ITI,ITI in Mechanical and Electrical
Student_55_3,68,70,74,52,62,69,ITI,ITI in Electronics and Communication
Student_55_4,73,66,65,63,69,58,ITI,ITI in Construction and Design
Student_55_5,68,60,70,67,68,61,ITI,ITI in Physical Education and Wellness
Student_56_1,64,67,69,50,67,69,ITI,ITI in Computer Science and Information Technology
Student_56_2,68,68,66,68,72,66,ITI,ITI in Mechanical and Electrical
Student_56_3,70,74,73,56,61,71,ITI,ITI in Electronics and Communication
Student_56_4,69,74,65,49,73,64,ITI,ITI in Construction and Design
Student_56_5,67,68,68,53,73,64,ITI,ITI in Physical Education and Wellness
Student_57_1,62,73,74,53,71,65,ITI,ITI in Computer Science and Information Technology
Student_57_2,60,70,70,42,68,70,ITI,ITI in Mechanical and Electrical
Student_57_3,67,73,69,62,61,74,ITI,ITI in Electronics and Communication
Student_57_4,66,65,74,60,67,62,ITI,ITI in Construction and Design
Student_57_5,67,74,70,48,67,61,ITI,ITI in Physical Education and Wellness
Student_58_1,69,71,67,57,72,74,ITI,ITI in Computer Science and Information Technology
Student_58_2,60,69,68,42,67,66,ITI,ITI in Mechanical and Electrical
Student_58_3,60,73,68,60,57,71,ITI,ITI in Electronics and Communication
Student_58_4,70,72,68,63,71,63,ITI,ITI in Construction and Design
Student_58_5,65,67,66,72,66,57,ITI,ITI in Physical Education and Wellness
Student_59_1,71,65,72,67,69,67,ITI,ITI in Computer Science and Information Technology
Student_59_2,65,70,66,52,74,74,ITI,ITI in Mechanical and Electrical
Student_59_3,72,66,71,59,56,73,ITI,ITI in Electronics and Communication
Student_59_4,67,68,70,50,71,62,ITI,ITI in Construction and Design
Student_59_5,71,69,68,49,74,58,ITI,ITI in Physical Education and Wellness
Student_60_1,73,67,61,44,73,72,ITI,ITI in Computer Science and Information Technology
Student_60_2,73,74,67,50,73,67,ITI,ITI in Mechanical and Electrical
Student_60_3,62,73,71,59,60,69,ITI,ITI in Electronics and Communication
Student_60_4,72,68,67,72,67,58,ITI,ITI in Construction and Design
Student_60_5,67,68,65,57,72,56,ITI,ITI in Physical Education and Wellness
Student_61_1,67,74,68,66,74,65,ITI,ITI in Computer Science and Information Technology
Student_61_2,62,66,66,62,62,65,ITI,ITI in Mechanical and Electrical
Student_61_3,74,72,74,72,61,69,ITI,ITI in Electronics and Communication
Student_61_4,68,71,68,46,66,59,ITI,ITI in Construction and Design
Student_61_5,71,64,72,58,70,58,ITI,ITI in Physical Education and Wellness
Student_62_1,63,72,64,46,65,66,ITI,ITI in Computer Science and Information Technology
Student_62_2,65,67,70,50,72,71,ITI,ITI in Mechanical and Electrical
Student_62_3,71,74,66,46,59,67,ITI,ITI in Electronics and Communication
Student_62_4,66,74,73,63,68,61,ITI,ITI in Construction and Design
Student_62_5,69,65,69,50,65,63,ITI,ITI in Physical Education and Wellness
Student_63_1,60,66,65,49,67,69,ITI,ITI in Computer Science and Information Technology
Student_63_2,61,72,74,42,68,65,ITI,ITI in Mechanical and Electrical
Student_63_3,62,67,72,44,59,69,ITI,ITI in Electronics and Communication
Student_63_4,73,65,72,73,67,63,ITI,ITI in Construction and Design
Student_63_5,74,65,66,44,74,58,ITI,ITI in Physical Education and Wellness
Student_64_1,68,66,73,71,69,70,ITI,ITI in Computer Science and Information Technology
Student_64_2,65,73,70,42,65,70,ITI,ITI in Mechanical and Electrical
Student_64_3,73,71,71,63,63,69,ITI,ITI in Electronics and Communication
Student_64_4,65,70,68,61,70,57,ITI,ITI in Construction and Design
Student_64_5,69,61,71,51,67,62,ITI,ITI in Physical Education and Wellness
Student_65_1,65,71,73,69,69,70,ITI,ITI in Computer Science and Information Technology
Student_65_2,72,68,70,67,66,70,ITI,ITI in Mechanical and Electrical
Student_65_3,73,69,70,49,61,69,ITI,ITI in Electronics and Communication
Student_65_4,64,71,74,53,73,61,ITI,ITI in Construction and Design
Student_65_5,73,63,73,62,71,63,ITI,ITI in Physical Education and Wellness
Student_66_1,64,72,74,48,74,72,ITI,ITI in Computer Science and Information Technology
Student_66_2,65,73,67,40,69,69,ITI,ITI in Mechanical and Electrical
Student_66_3,70,73,66,43,64,70,ITI,ITI in Electronics and Communication
Student_66_4,60,69,73,61,70,61,ITI,ITI in Construction and Design
Student_66_5,66,66,65,71,68,57,ITI,ITI in Physical Education and Wellness
Student_67_1,69,68,64,60,66,69,ITI,ITI in Computer Science and Information Technology
Student_67_2,72,70,72,41,61,69,ITI,ITI in Mechanical and Electrical
Student_67_3,62,69,68,67,63,72,ITI,ITI in Electronics and Communication
Student_67_4,65,71,69,62,71,57,ITI,ITI in Construction and Design
Student_67_5,73,68,70,66,73,63,ITI,ITI in Physical Education and Wellness
Student_68_1,67,71,63,61,68,67,ITI,ITI in Computer Science and Information Technology
Student_68_2,73,69,67,62,74,67,ITI,ITI in Mechanical and Electrical
Student_68_3,65,70,67,40,64,72,ITI,ITI in Electronics and Communication
Student_68_4,66,74,66,67,67,57,ITI,ITI in Construction and Design
Student_68_5,69,73,70,43,67,64,ITI,ITI in Physical Education and Wellness
Student_69_1,72,74,62,57,71,69,ITI,ITI in Computer Science and Information Technology
Student_69_2,66,73,71,40,73,68,ITI,ITI in Mechanical and Electrical
Student_69_3,69,67,65,70,56,72,ITI,ITI in Electronics and Communication
Student_69_4,63,67,72,67,67,62,ITI,ITI in Construction and Design
Student_69_5,71,66,69,65,72,57,ITI,ITI in Physical Education and Wellness
Student_70_1,69,70,70,63,73,74,ITI,ITI in Computer Science and Information Technology
Student_70_2,68,69,71,62,73,65,ITI,ITI in Mechanical and Electrical
Student_70_3,74,71,69,51,62,70,ITI,ITI in Electronics and Communication
Student_70_4,65,71,68,40,70,64,ITI,ITI in Construction and Design
Student_70_5,67,66,67,63,73,64,ITI,ITI in Physical Education and Wellness
Student_71_1,68,71,74,54,72,66,ITI,ITI in Computer Science and Information Technology
Student_71_2,65,66,70,50,73,69,ITI,ITI in Mechanical and Electrical
Student_71_3,73,69,72,54,60,72,ITI,ITI in Electronics and Communication
Student_71_4,71,72,68,57,65,56,ITI,ITI in Construction and Design
Student_71_5,69,60,70,73,74,63,ITI,ITI in Physical Education and Wellness
Student_72_1,73,74,69,61,72,67,ITI,ITI in Computer Science and Information Technology
Student_72_2,66,65,69,69,62,73,ITI,ITI in Mechanical and Electrical
Student_72_3,63,65,66,50,56,74,ITI,ITI in Electronics and Communication
Student_72_4,69,68,72,51,65,60,ITI,ITI in Construction and Design
Student_72_5,66,67,69,63,68,63,ITI,ITI in Physical Education and Wellness
Student_73_1,69,66,61,58,72,72,ITI,ITI in Computer Science and Information Technology
Student_73_2,70,68,68,44,67,65,ITI,ITI in Mechanical and Electrical
Student_73_3,66,70,72,62,56,71,ITI,ITI in Electronics and Communication
Student_73_4,70,73,70,69,74,64,ITI,ITI in Construction and Design
Student_73_5,68,64,73,55,65,60,ITI,ITI in Physical Education and Wellness
Student_74_1,74,74,60,72,73,68,ITI,ITI in Computer Science and Information Technology
Student_74_2,72,74,70,66,60,66,ITI,ITI in Mechanical and Electrical
Student_74_3,74,71,73,51,61,69,ITI,ITI in Electronics and Communication
Student_74_4,66,65,69,54,67,62,ITI,ITI in Construction and Design
Student_74_5,65,63,67,65,71,57,ITI,ITI in Physical Education and Wellness
Student_75_1,74,74,62,50,68,65,ITI,ITI in Computer Science and Information Technology
Student_75_2,70,68,71,66,64,70,ITI,ITI in Mechanical and Electrical
Student_75_3,73,69,70,74,60,65,ITI,ITI in Electronics and Communication
Student_75_4,62,69,66,53,67,63,ITI,ITI in Construction and Design
Student_75_5,68,62,65,47,66,57,ITI,ITI in Physical Education and Wellness
