Student ID,English,Mathematics,Science,Social Studies,Logical Reasoning,Computer Awareness,Branch,Course
Student_61_1,85,85,83,51,86,85,Diploma,Diploma in Computer Science and Information Technology
Student_62_1,85,81,84,86,82,83,Diploma,Diploma in Computer Science and Information Technology
Student_63_1,82,84,83,79,86,95,Diploma,Diploma in Computer Science and Information Technology
Student_64_1,77,82,83,80,82,95,Diploma,Diploma in Computer Science and Information Technology
Student_65_1,83,86,77,65,84,80,Diploma,Diploma in Computer Science and Information Technology
Student_66_1,80,91,75,71,80,93,Diploma,Diploma in Computer Science and Information Technology
Student_67_1,79,93,81,45,85,81,Diploma,Diploma in Computer Science and Information Technology
Student_68_1,90,84,85,55,87,87,Diploma,Diploma in Computer Science and Information Technology
Student_69_1,83,80,77,42,90,85,Diploma,Diploma in Computer Science and Information Technology
Student_70_1,84,85,77,66,80,80,Diploma,Diploma in Computer Science and Information Technology
Student_71_1,78,91,80,42,88,88,Diploma,Diploma in Computer Science and Information Technology
Student_72_1,89,80,89,59,75,93,Diploma,Diploma in Computer Science and Information Technology
Student_73_1,85,83,80,69,76,83,Diploma,Diploma in Computer Science and Information Technology
Student_74_1,80,89,77,88,89,90,Diploma,Diploma in Computer Science and Information Technology
Student_75_1,88,86,81,57,76,81,Diploma,Diploma in Computer Science and Information Technology
Student_76_1,83,80,78,49,88,90,Diploma,Diploma in Computer Science and Information Technology
Student_77_1,87,95,84,88,79,84,Diploma,Diploma in Computer Science and Information Technology
Student_78_1,81,87,79,51,81,90,Diploma,Diploma in Computer Science and Information Technology
Student_79_1,76,86,79,55,83,84,Diploma,Diploma in Computer Science and Information Technology
Student_80_1,83,93,84,50,87,94,Diploma,Diploma in Computer Science and Information Technology
Student_81_1,87,95,75,80,85,89,Diploma,Diploma in Computer Science and Information Technology
Student_82_1,86,91,78,84,90,90,Diploma,Diploma in Computer Science and Information Technology
Student_83_1,82,91,82,46,90,80,Diploma,Diploma in Computer Science and Information Technology
Student_84_1,88,88,85,54,88,86,Diploma,Diploma in Computer Science and Information Technology
Student_85_1,85,85,78,42,86,83,Diploma,Diploma in Computer Science and Information Technology
Student_86_1,75,87,81,42,76,94,Diploma,Diploma in Computer Science and Information Technology
Student_87_1,75,92,81,44,85,80,Diploma,Diploma in Computer Science and Information Technology
Student_88_1,83,89,80,67,89,90,Diploma,Diploma in Computer Science and Information Technology
Student_89_1,79,80,87,77,78,84,Diploma,Diploma in Computer Science and Information Technology
Student_90_1,90,82,88,84,87,92,Diploma,Diploma in Computer Science and Information Technology
Student_91_1,77,88,90,49,89,85,Diploma,Diploma in Computer Science and Information Technology
Student_92_1,87,94,78,73,75,89,Diploma,Diploma in Computer Science and Information Technology
Student_93_1,78,84,78,88,75,92,Diploma,Diploma in Computer Science and Information Technology
Student_94_1,80,88,78,66,77,80,Diploma,Diploma in Computer Science and Information Technology
Student_95_1,86,90,85,66,85,85,Diploma,Diploma in Computer Science and Information Technology
Student_96_1,86,81,80,48,75,92,Diploma,Diploma in Computer Science and Information Technology
Student_97_1,82,83,89,51,87,85,Diploma,Diploma in Computer Science and Information Technology
Student_98_1,84,85,87,64,88,81,Diploma,Diploma in Computer Science and Information Technology
Student_99_1,81,93,76,64,80,92,Diploma,Diploma in Computer Science and Information Technology
Student_100_1,89,87,90,83,78,85,Diploma,Diploma in Computer Science and Information Technology
Student_101_1,81,88,78,49,90,94,Diploma,Diploma in Computer Science and Information Technology
Student_102_1,84,84,79,89,88,80,Diploma,Diploma in Computer Science and Information Technology
Student_103_1,75,86,86,52,77,84,Diploma,Diploma in Computer Science and Information Technology
Student_104_1,81,83,87,48,78,95,Diploma,Diploma in Computer Science and Information Technology
Student_105_1,86,88,84,75,83,87,Diploma,Diploma in Computer Science and Information Technology
Student_106_1,84,94,88,60,76,95,Diploma,Diploma in Computer Science and Information Technology
Student_107_1,75,89,89,75,86,94,Diploma,Diploma in Computer Science and Information Technology
Student_108_1,82,88,85,75,86,81,Diploma,Diploma in Computer Science and Information Technology
Student_109_1,76,85,81,57,77,84,Diploma,Diploma in Computer Science and Information Technology
Student_110_1,80,84,76,62,80,95,Diploma,Diploma in Computer Science and Information Technology
Student_111_1,78,80,83,79,80,84,Diploma,Diploma in Computer Science and Information Technology
Student_112_1,88,81,86,52,84,82,Diploma,Diploma in Computer Science and Information Technology
Student_113_1,78,95,78,68,89,84,Diploma,Diploma in Computer Science and Information Technology
Student_114_1,81,81,84,63,83,82,Diploma,Diploma in Computer Science and Information Technology
Student_115_1,81,80,84,73,80,93,Diploma,Diploma in Computer Science and Information Technology
Student_116_1,75,87,84,86,84,84,Diploma,Diploma in Computer Science and Information Technology
Student_117_1,90,88,86,87,82,92,Diploma,Diploma in Computer Science and Information Technology
Student_118_1,80,81,84,56,87,89,Diploma,Diploma in Computer Science and Information Technology
Student_119_1,79,85,85,74,89,95,Diploma,Diploma in Computer Science and Information Technology
Student_120_1,85,83,81,87,80,83,Diploma,Diploma in Computer Science and Information Technology
Student_121_1,82,88,81,62,80,85,Diploma,Diploma in Computer Science and Information Technology
Student_122_1,90,93,90,54,89,82,Diploma,Diploma in Computer Science and Information Technology
Student_123_1,75,95,84,77,77,82,Diploma,Diploma in Computer Science and Information Technology
Student_124_1,90,94,89,58,85,83,Diploma,Diploma in Computer Science and Information Technology
Student_125_1,84,87,89,76,86,82,Diploma,Diploma in Computer Science and Information Technology
Student_126_1,81,83,76,51,88,94,Diploma,Diploma in Computer Science and Information Technology
Student_127_1,87,83,89,88,90,92,Diploma,Diploma in Computer Science and Information Technology
Student_128_1,89,93,85,72,77,89,Diploma,Diploma in Computer Science and Information Technology
Student_129_1,77,80,89,59,85,82,Diploma,Diploma in Computer Science and Information Technology
Student_130_1,90,86,78,55,76,82,Diploma,Diploma in Computer Science and Information Technology
Student_131_1,89,87,83,61,80,80,Diploma,Diploma in Computer Science and Information Technology
Student_132_1,77,85,76,72,87,86,Diploma,Diploma in Computer Science and Information Technology
Student_133_1,86,89,77,45,79,86,Diploma,Diploma in Computer Science and Information Technology
Student_134_1,85,90,80,48,90,82,Diploma,Diploma in Computer Science and Information Technology
Student_135_1,81,90,76,56,75,91,Diploma,Diploma in Computer Science and Information Technology
Student_136_1,76,85,86,75,77,81,Diploma,Diploma in Computer Science and Information Technology
Student_137_1,84,86,79,48,76,80,Diploma,Diploma in Computer Science and Information Technology
Student_138_1,78,84,90,40,84,80,Diploma,Diploma in Computer Science and Information Technology
Student_139_1,80,83,81,67,75,85,Diploma,Diploma in Computer Science and Information Technology
Student_140_1,82,89,75,66,83,83,Diploma,Diploma in Computer Science and Information Technology
Student_141_1,85,84,79,53,83,91,Diploma,Diploma in Computer Science and Information Technology
Student_142_1,80,80,76,50,77,82,Diploma,Diploma in Computer Science and Information Technology
Student_143_1,81,85,78,57,81,95,Diploma,Diploma in Computer Science and Information Technology
Student_144_1,89,90,90,54,88,89,Diploma,Diploma in Computer Science and Information Technology
Student_145_1,79,91,89,40,89,94,Diploma,Diploma in Computer Science and Information Technology
Student_146_1,83,85,82,40,80,82,Diploma,Diploma in Computer Science and Information Technology
Student_147_1,80,94,81,53,88,88,Diploma,Diploma in Computer Science and Information Technology
Student_148_1,78,90,88,74,75,95,Diploma,Diploma in Computer Science and Information Technology
Student_149_1,77,83,84,68,90,82,Diploma,Diploma in Computer Science and Information Technology
Student_150_1,90,92,83,45,80,81,Diploma,Diploma in Computer Science and Information Technology
Student_151_1,85,91,77,74,82,86,Diploma,Diploma in Computer Science and Information Technology
Student_152_1,83,90,82,84,76,92,Diploma,Diploma in Computer Science and Information Technology
Student_153_1,75,95,79,65,82,88,Diploma,Diploma in Computer Science and Information Technology
Student_154_1,81,83,88,77,83,94,Diploma,Diploma in Computer Science and Information Technology
Student_155_1,89,87,78,69,90,84,Diploma,Diploma in Computer Science and Information Technology
Student_156_1,79,95,81,66,75,87,Diploma,Diploma in Computer Science and Information Technology
Student_157_1,89,81,75,75,89,95,Diploma,Diploma in Computer Science and Information Technology
Student_158_1,78,93,83,59,78,92,Diploma,Diploma in Computer Science and Information Technology
Student_159_1,88,89,89,57,87,89,Diploma,Diploma in Computer Science and Information Technology
Student_160_1,87,81,76,88,85,88,Diploma,Diploma in Computer Science and Information Technology
Student_161_1,80,82,82,41,85,90,Diploma,Diploma in Computer Science and Information Technology
Student_162_1,83,89,88,52,80,85,Diploma,Diploma in Computer Science and Information Technology
Student_163_1,80,81,87,72,78,89,Diploma,Diploma in Computer Science and Information Technology
Student_164_1,90,95,77,44,86,87,Diploma,Diploma in Computer Science and Information Technology
Student_165_1,88,90,75,71,90,84,Diploma,Diploma in Computer Science and Information Technology
Student_166_1,81,89,79,63,88,92,Diploma,Diploma in Computer Science and Information Technology
Student_167_1,78,86,78,54,89,89,Diploma,Diploma in Computer Science and Information Technology
Student_168_1,89,86,77,47,83,90,Diploma,Diploma in Computer Science and Information Technology
Student_169_1,87,82,80,59,81,85,Diploma,Diploma in Computer Science and Information Technology
Student_170_1,83,88,79,51,88,88,Diploma,Diploma in Computer Science and Information Technology
Student_171_1,84,94,89,69,80,90,Diploma,Diploma in Computer Science and Information Technology
Student_172_1,78,95,81,85,89,89,Diploma,Diploma in Computer Science and Information Technology
Student_173_1,81,95,90,76,86,93,Diploma,Diploma in Computer Science and Information Technology
Student_174_1,86,81,90,81,89,87,Diploma,Diploma in Computer Science and Information Technology
Student_175_1,84,84,83,80,83,88,Diploma,Diploma in Computer Science and Information Technology
Student_176_1,88,93,82,60,76,85,Diploma,Diploma in Computer Science and Information Technology
Student_177_1,84,82,89,60,84,95,Diploma,Diploma in Computer Science and Information Technology
Student_178_1,86,92,85,78,84,87,Diploma,Diploma in Computer Science and Information Technology
Student_179_1,77,92,84,66,77,94,Diploma,Diploma in Computer Science and Information Technology
Student_180_1,78,95,89,56,77,93,Diploma,Diploma in Computer Science and Information Technology
Student_181_1,83,88,89,77,75,89,Diploma,Diploma in Computer Science and Information Technology
Student_182_1,76,91,87,87,82,95,Diploma,Diploma in Computer Science and Information Technology
Student_183_1,76,88,78,78,86,87,Diploma,Diploma in Computer Science and Information Technology
Student_184_1,87,95,83,48,83,85,Diploma,Diploma in Computer Science and Information Technology
Student_185_1,86,87,77,89,84,93,Diploma,Diploma in Computer Science and Information Technology
Student_186_1,83,91,75,66,86,90,Diploma,Diploma in Computer Science and Information Technology
Student_187_1,81,81,79,68,78,82,Diploma,Diploma in Computer Science and Information Technology
Student_188_1,86,89,82,46,76,81,Diploma,Diploma in Computer Science and Information Technology
Student_189_1,79,87,88,62,87,94,Diploma,Diploma in Computer Science and Information Technology
Student_190_1,84,93,86,45,86,85,Diploma,Diploma in Computer Science and Information Technology
Student_191_1,76,83,88,46,84,93,Diploma,Diploma in Computer Science and Information Technology
Student_192_1,84,89,85,47,83,84,Diploma,Diploma in Computer Science and Information Technology
Student_193_1,84,88,86,85,76,93,Diploma,Diploma in Computer Science and Information Technology
Student_194_1,76,83,85,49,84,81,Diploma,Diploma in Computer Science and Information Technology
Student_195_1,80,88,88,43,89,88,Diploma,Diploma in Computer Science and Information Technology
Student_196_1,78,94,85,72,83,88,Diploma,Diploma in Computer Science and Information Technology
Student_197_1,86,86,80,78,83,83,Diploma,Diploma in Computer Science and Information Technology
Student_198_1,85,86,85,88,76,88,Diploma,Diploma in Computer Science and Information Technology
Student_199_1,84,93,85,51,87,81,Diploma,Diploma in Computer Science and Information Technology
Student_200_1,84,95,84,69,77,82,Diploma,Diploma in Computer Science and Information Technology
Student_201_1,84,81,85,61,88,81,Diploma,Diploma in Computer Science and Information Technology
Student_202_1,82,80,76,63,76,89,Diploma,Diploma in Computer Science and Information Technology
Student_203_1,81,82,88,54,80,82,Diploma,Diploma in Computer Science and Information Technology
Student_204_1,78,82,90,73,75,95,Diploma,Diploma in Computer Science and Information Technology
Student_205_1,83,87,85,64,76,82,Diploma,Diploma in Computer Science and Information Technology
Student_206_1,82,83,84,79,89,81,Diploma,Diploma in Computer Science and Information Technology
Student_207_1,81,94,75,75,80,85,Diploma,Diploma in Computer Science and Information Technology
Student_208_1,80,84,87,42,83,92,Diploma,Diploma in Computer Science and Information Technology
Student_209_1,77,92,87,59,82,90,Diploma,Diploma in Computer Science and Information Technology
Student_210_1,75,83,77,63,85,94,Diploma,Diploma in Computer Science and Information Technology
Student_211_1,77,89,79,78,81,95,Diploma,Diploma in Computer Science and Information Technology
Student_212_1,75,93,82,51,75,94,Diploma,Diploma in Computer Science and Information Technology
Student_213_1,90,95,81,70,75,82,Diploma,Diploma in Computer Science and Information Technology
Student_214_1,89,80,85,86,86,94,Diploma,Diploma in Computer Science and Information Technology
Student_215_1,81,84,90,58,86,89,Diploma,Diploma in Computer Science and Information Technology
Student_216_1,75,92,87,89,84,90,Diploma,Diploma in Computer Science and Information Technology
Student_217_1,84,84,84,45,86,82,Diploma,Diploma in Computer Science and Information Technology
Student_218_1,81,87,85,42,87,82,Diploma,Diploma in Computer Science and Information Technology
Student_219_1,84,86,81,67,87,91,Diploma,Diploma in Computer Science and Information Technology
Student_220_1,80,88,83,87,86,90,Diploma,Diploma in Computer Science and Information Technology
Student_221_1,87,82,86,89,89,87,Diploma,Diploma in Computer Science and Information Technology
Student_222_1,88,94,77,61,75,80,Diploma,Diploma in Computer Science and Information Technology
Student_223_1,82,82,75,70,84,88,Diploma,Diploma in Computer Science and Information Technology
Student_224_1,81,82,76,46,86,89,Diploma,Diploma in Computer Science and Information Technology
Student_225_1,82,92,81,79,90,83,Diploma,Diploma in Computer Science and Information Technology
Student_226_1,89,80,84,50,83,87,Diploma,Diploma in Computer Science and Information Technology
Student_227_1,89,83,81,73,87,85,Diploma,Diploma in Computer Science and Information Technology
Student_228_1,79,83,80,58,88,84,Diploma,Diploma in Computer Science and Information Technology
Student_229_1,86,95,78,40,80,80,Diploma,Diploma in Computer Science and Information Technology
Student_230_1,78,93,89,80,75,93,Diploma,Diploma in Computer Science and Information Technology
Student_231_1,85,82,87,50,83,92,Diploma,Diploma in Computer Science and Information Technology
Student_232_1,88,91,90,65,77,95,Diploma,Diploma in Computer Science and Information Technology
Student_233_1,90,91,81,55,83,85,Diploma,Diploma in Computer Science and Information Technology
Student_234_1,76,84,82,82,90,93,Diploma,Diploma in Computer Science and Information Technology
Student_235_1,79,92,88,88,85,95,Diploma,Diploma in Computer Science and Information Technology
Student_236_1,84,93,88,70,89,87,Diploma,Diploma in Computer Science and Information Technology
Student_237_1,80,81,84,68,83,84,Diploma,Diploma in Computer Science and Information Technology
Student_238_1,90,86,87,42,86,80,Diploma,Diploma in Computer Science and Information Technology
Student_239_1,80,93,89,57,77,94,Diploma,Diploma in Computer Science and Information Technology
Student_240_1,84,83,87,69,90,92,Diploma,Diploma in Computer Science and Information Technology
Student_241_1,86,91,75,65,83,92,Diploma,Diploma in Computer Science and Information Technology
Student_242_1,75,80,85,76,89,83,Diploma,Diploma in Computer Science and Information Technology
Student_243_1,88,85,89,78,76,93,Diploma,Diploma in Computer Science and Information Technology
Student_244_1,82,93,88,83,88,87,Diploma,Diploma in Computer Science and Information Technology
Student_245_1,75,89,76,71,75,90,Diploma,Diploma in Computer Science and Information Technology
Student_246_1,88,92,79,73,84,90,Diploma,Diploma in Computer Science and Information Technology
Student_247_1,80,84,82,69,81,84,Diploma,Diploma in Computer Science and Information Technology
Student_248_1,83,87,87,62,81,95,Diploma,Diploma in Computer Science and Information Technology
Student_249_1,81,84,85,88,75,94,Diploma,Diploma in Computer Science and Information Technology
Student_250_1,89,95,80,66,84,91,Diploma,Diploma in Computer Science and Information Technology
Student_1_1,82,87,93,54,87,75,Diploma,Diploma in Mechanical and Electrical
Student_2_1,78,87,80,51,82,85,Diploma,Diploma in Mechanical and Electrical
Student_3_1,79,89,85,59,82,77,Diploma,Diploma in Mechanical and Electrical
Student_4_1,78,87,90,83,76,78,Diploma,Diploma in Mechanical and Electrical
Student_5_1,80,92,86,82,80,79,Diploma,Diploma in Mechanical and Electrical
Student_6_1,77,90,82,83,75,80,Diploma,Diploma in Mechanical and Electrical
Student_7_1,77,82,90,69,84,76,Diploma,Diploma in Mechanical and Electrical
Student_8_1,90,94,83,74,80,89,Diploma,Diploma in Mechanical and Electrical
Student_9_1,78,90,89,82,80,82,Diploma,Diploma in Mechanical and Electrical
Student_10_1,76,81,95,53,79,85,Diploma,Diploma in Mechanical and Electrical
Student_11_1,85,81,80,41,75,90,Diploma,Diploma in Mechanical and Electrical
Student_12_1,79,84,83,70,86,86,Diploma,Diploma in Mechanical and Electrical
Student_13_1,77,86,86,79,85,80,Diploma,Diploma in Mechanical and Electrical
Student_14_1,90,91,86,81,85,81,Diploma,Diploma in Mechanical and Electrical
Student_15_1,84,94,81,54,90,90,Diploma,Diploma in Mechanical and Electrical
Student_16_1,77,84,89,43,85,83,Diploma,Diploma in Mechanical and Electrical
Student_17_1,78,91,95,68,88,75,Diploma,Diploma in Mechanical and Electrical
Student_18_1,90,80,83,82,86,75,Diploma,Diploma in Mechanical and Electrical
Student_19_1,87,86,90,75,87,76,Diploma,Diploma in Mechanical and Electrical
Student_20_1,80,82,95,64,90,79,Diploma,Diploma in Mechanical and Electrical
Student_21_1,80,90,84,73,86,76,Diploma,Diploma in Mechanical and Electrical
Student_22_1,77,80,83,57,88,86,Diploma,Diploma in Mechanical and Electrical
Student_23_1,81,87,81,55,82,83,Diploma,Diploma in Mechanical and Electrical
Student_24_1,81,86,93,67,80,84,Diploma,Diploma in Mechanical and Electrical
Student_25_1,81,85,81,81,78,88,Diploma,Diploma in Mechanical and Electrical
Student_26_1,86,86,82,71,77,85,Diploma,Diploma in Mechanical and Electrical
Student_27_1,88,84,93,80,89,82,Diploma,Diploma in Mechanical and Electrical
Student_28_1,87,83,91,83,76,83,Diploma,Diploma in Mechanical and Electrical
Student_29_1,75,87,95,63,83,78,Diploma,Diploma in Mechanical and Electrical
Student_30_1,77,82,94,65,79,77,Diploma,Diploma in Mechanical and Electrical
Student_31_1,84,86,92,63,76,89,Diploma,Diploma in Mechanical and Electrical
Student_32_1,83,86,90,77,75,83,Diploma,Diploma in Mechanical and Electrical
Student_33_1,80,81,87,53,78,83,Diploma,Diploma in Mechanical and Electrical
Student_34_1,83,80,94,70,86,84,Diploma,Diploma in Mechanical and Electrical
Student_35_1,77,92,85,51,85,78,Diploma,Diploma in Mechanical and Electrical
Student_36_1,80,90,90,78,87,83,Diploma,Diploma in Mechanical and Electrical
Student_37_1,84,93,89,84,86,76,Diploma,Diploma in Mechanical and Electrical
Student_38_1,89,83,88,53,76,83,Diploma,Diploma in Mechanical and Electrical
Student_39_1,82,86,95,59,82,90,Diploma,Diploma in Mechanical and Electrical
Student_40_1,80,88,91,54,76,77,Diploma,Diploma in Mechanical and Electrical
Student_41_1,81,91,86,44,78,88,Diploma,Diploma in Mechanical and Electrical
Student_42_1,80,80,85,54,82,82,Diploma,Diploma in Mechanical and Electrical
Student_43_1,88,95,81,76,84,90,Diploma,Diploma in Mechanical and Electrical
Student_44_1,79,94,95,45,80,83,Diploma,Diploma in Mechanical and Electrical
Student_45_1,77,84,94,63,89,83,Diploma,Diploma in Mechanical and Electrical
Student_46_1,81,82,86,75,77,76,Diploma,Diploma in Mechanical and Electrical
Student_47_1,80,95,90,61,84,82,Diploma,Diploma in Mechanical and Electrical
Student_48_1,82,83,91,59,76,78,Diploma,Diploma in Mechanical and Electrical
Student_49_1,87,88,92,53,89,81,Diploma,Diploma in Mechanical and Electrical
Student_50_1,87,86,93,52,88,85,Diploma,Diploma in Mechanical and Electrical
Student_51_1,81,95,83,50,75,83,Diploma,Diploma in Mechanical and Electrical
Student_52_1,77,82,93,75,83,83,Diploma,Diploma in Mechanical and Electrical
Student_53_1,82,81,95,71,81,79,Diploma,Diploma in Mechanical and Electrical
Student_54_1,77,89,87,50,90,90,Diploma,Diploma in Mechanical and Electrical
Student_55_1,77,88,88,42,90,83,Diploma,Diploma in Mechanical and Electrical
Student_56_1,85,81,80,67,85,83,Diploma,Diploma in Mechanical and Electrical
Student_57_1,82,80,81,40,81,85,Diploma,Diploma in Mechanical and Electrical
Student_58_1,85,87,89,85,89,77,Diploma,Diploma in Mechanical and Electrical
Student_59_1,75,92,82,47,79,80,Diploma,Diploma in Mechanical and Electrical
Student_60_1,89,91,83,70,86,85,Diploma,Diploma in Mechanical and Electrical
Student_61_1,88,91,91,48,87,87,Diploma,Diploma in Mechanical and Electrical
Student_62_1,87,91,94,57,77,81,Diploma,Diploma in Mechanical and Electrical
Student_63_1,81,85,95,62,77,77,Diploma,Diploma in Mechanical and Electrical
Student_64_1,83,89,84,58,89,81,Diploma,Diploma in Mechanical and Electrical
Student_65_1,77,84,95,42,80,76,Diploma,Diploma in Mechanical and Electrical
Student_66_1,77,93,93,62,84,79,Diploma,Diploma in Mechanical and Electrical
Student_67_1,75,91,82,84,86,77,Diploma,Diploma in Mechanical and Electrical
Student_68_1,87,85,90,50,90,89,Diploma,Diploma in Mechanical and Electrical
Student_69_1,77,86,80,52,79,82,Diploma,Diploma in Mechanical and Electrical
Student_70_1,87,95,94,43,87,87,Diploma,Diploma in Mechanical and Electrical
Student_71_1,86,94,88,47,82,90,Diploma,Diploma in Mechanical and Electrical
Student_72_1,75,86,84,82,80,89,Diploma,Diploma in Mechanical and Electrical
Student_73_1,75,81,90,82,77,88,Diploma,Diploma in Mechanical and Electrical
Student_74_1,89,89,83,63,77,89,Diploma,Diploma in Mechanical and Electrical
Student_75_1,75,94,85,52,86,90,Diploma,Diploma in Mechanical and Electrical
Student_76_1,85,93,89,78,80,83,Diploma,Diploma in Mechanical and Electrical
Student_77_1,79,87,92,60,84,77,Diploma,Diploma in Mechanical and Electrical
Student_78_1,83,89,91,56,82,75,Diploma,Diploma in Mechanical and Electrical
Student_79_1,75,88,84,70,83,76,Diploma,Diploma in Mechanical and Electrical
Student_80_1,87,87,95,40,87,84,Diploma,Diploma in Mechanical and Electrical
Student_81_1,79,82,84,79,83,88,Diploma,Diploma in Mechanical and Electrical
Student_82_1,90,94,91,46,83,81,Diploma,Diploma in Mechanical and Electrical
Student_83_1,82,80,93,62,89,82,Diploma,Diploma in Mechanical and Electrical
Student_84_1,77,95,95,66,85,75,Diploma,Diploma in Mechanical and Electrical
Student_85_1,78,82,92,63,81,85,Diploma,Diploma in Mechanical and Electrical
Student_86_1,75,94,88,40,82,87,Diploma,Diploma in Mechanical and Electrical
Student_87_1,81,93,93,80,83,84,Diploma,Diploma in Mechanical and Electrical
Student_88_1,86,82,84,40,81,84,Diploma,Diploma in Mechanical and Electrical
Student_89_1,79,91,92,76,84,75,Diploma,Diploma in Mechanical and Electrical
Student_90_1,76,92,90,62,84,79,Diploma,Diploma in Mechanical and Electrical
Student_91_1,81,82,80,60,79,75,Diploma,Diploma in Mechanical and Electrical
