Student ID,English,Mathematics,Science,Social Studies,Logical Reasoning,Computer Awareness
6778,45,50,40,43,44,48
6779,46,45,53,41,41,54
6780,50,42,46,51,41,42
6781,53,41,40,41,42,53
6782,54,46,50,51,44,49
6783,50,45,52,41,42,50
6784,43,43,40,42,44,48
6785,40,48,43,41,45,42
6786,43,43,49,49,47,53
6787,50,47,41,40,44,42
6788,54,50,54,49,40,52
6789,47,45,53,40,43,41
6790,52,45,53,40,54,52
6791,42,53,40,40,44,51
6792,53,50,48,49,47,44
6793,50,48,41,47,46,51
6794,48,49,44,48,44,44
6795,43,45,44,43,45,48
6796,43,50,52,53,43,43
6797,45,40,41,52,53,44
6798,52,49,45,51,45,50
6799,53,45,40,47,40,47
6800,52,54,47,50,54,48
6801,48,40,47,52,43,50
6802,42,50,52,53,40,46
6803,49,52,40,44,40,52
6804,48,51,48,54,47,43
6805,53,42,40,46,48,50
6806,41,40,44,53,42,44
6807,49,49,49,42,45,44
6808,45,42,48,52,52,42
6809,43,42,40,40,50,41
6810,49,43,54,47,48,42
6811,42,52,41,48,46,43
6812,42,47,45,46,47,50
6813,49,52,51,51,46,42
6814,52,49,41,54,45,54
6815,49,49,40,45,47,49
6816,48,46,52,47,48,50
6817,46,48,42,44,50,45
6818,53,50,48,49,47,44
6819,42,47,51,45,50,46
6820,44,44,45,45,54,43
6821,54,50,51,51,53,51
6822,43,48,46,48,40,54
6823,42,54,52,45,46,52
6824,44,54,48,40,49,41
6825,41,52,41,53,45,48
6826,46,47,43,50,43,49
6827,47,50,48,50,49,43
6828,42,47,52,54,50,45
6829,51,45,42,45,52,50
6830,45,50,49,40,49,51
6831,40,44,47,50,51,54
6832,51,54,45,44,52,43
6833,41,51,40,54,47,45
6834,48,42,41,51,40,43
6835,49,46,44,52,41,45
6836,40,47,48,54,53,49
6837,49,51,48,51,40,51
6838,43,42,41,48,46,49
6839,52,47,46,53,41,52
6840,47,53,43,41,46,49
6841,52,47,54,50,46,48
6842,53,50,50,52,43,51
6843,40,48,54,52,45,54
6844,46,42,40,50,54,41
6845,44,51,53,51,48,43
6846,44,52,41,49,45,43
6847,41,43,45,51,47,43
6848,53,54,54,47,51,50
6849,52,54,46,43,50,41
6850,43,49,46,49,47,48
6851,40,53,52,51,42,43
6852,40,46,48,53,47,44
6853,54,48,40,40,48,47
6854,53,49,51,53,43,49
6855,42,43,54,51,46,53
6856,44,43,44,51,51,52
6857,46,46,51,45,47,43
6858,51,44,47,53,42,52
6859,40,45,42,49,46,44
6860,51,50,45,42,48,49
6861,48,51,45,48,44,45
6862,45,53,42,48,53,45
6863,45,46,52,50,41,49
6864,43,51,52,54,52,44
6865,51,52,51,43,46,52
6866,42,53,41,54,40,41
6867,47,48,54,41,53,40
6868,53,52,49,51,41,50
6869,40,43,41,51,49,51
6870,53,49,53,53,52,48
6871,44,52,43,41,40,43
6872,46,47,52,46,41,42
6873,49,51,43,48,45,45
6874,54,41,45,53,47,50
6875,50,45,42,52,47,42
6876,49,45,41,43,50,49
6877,52,44,46,46,54,43
6878,44,42,47,51,46,44
6879,45,49,51,53,44,45
6880,53,47,44,43,48,48
6881,54,52,45,49,40,50
6882,45,46,53,42,47,54
6883,41,40,43,44,40,46
6884,48,49,49,42,42,40
6885,51,43,40,45,47,51
6886,49,40,53,40,43,42
6887,49,40,42,45,40,53
6888,46,54,54,53,47,51
6889,47,53,45,46,53,54
6890,51,46,43,45,44,47
6891,48,44,49,53,49,42
6892,42,54,53,51,53,42
6893,45,50,48,50,54,50
6894,46,45,44,53,54,47
6895,47,48,40,49,40,40
6896,53,50,46,46,53,53
6897,41,47,49,43,45,42
6898,45,51,50,47,41,40
6899,49,48,44,40,48,41
6900,50,43,42,40,40,49
6901,42,42,46,46,47,49
6902,46,53,46,51,46,50
6903,54,52,40,41,45,42
6904,53,52,45,42,49,53
6905,46,53,51,53,45,48
6906,46,40,52,52,41,40
6907,42,47,47,51,45,41
6908,41,46,40,51,53,45
6909,45,54,43,54,46,45
6910,45,48,52,51,44,46
6911,52,49,54,46,48,40
6912,46,46,51,46,51,45
6913,50,48,49,49,50,50
6914,41,53,51,41,54,42
6915,44,45,43,49,47,49
6916,53,45,49,45,53,42
6917,45,46,48,51,54,40
6918,52,41,54,43,46,41
6919,43,53,47,52,52,50
6920,54,52,52,51,45,48
6921,47,41,41,54,45,49
6922,49,42,46,46,53,43
6923,49,51,50,52,47,49
6924,41,44,49,48,54,47
6925,48,54,47,50,53,48
6926,48,45,47,53,43,41
6927,43,45,45,53,44,40
6928,49,49,44,51,43,54
6929,47,40,42,54,40,43
6930,48,43,48,53,48,52
6931,45,47,54,44,49,46
6932,42,41,52,52,53,46
6933,50,42,48,45,44,48
6934,49,51,43,53,42,52
6935,42,40,40,43,41,46
6936,54,41,40,51,44,40
6937,40,46,52,54,52,51
6938,48,45,54,48,46,50
6939,46,40,47,42,45,46
6940,45,41,52,47,43,52
6941,53,40,42,51,40,53
6942,44,51,40,40,50,49
6943,45,51,43,53,46,52
6944,53,42,53,47,43,47
6945,43,52,40,46,52,49
6946,48,41,52,51,48,46
6947,48,40,40,51,47,42
6948,54,51,46,40,50,48
6949,44,42,44,52,44,54
6950,52,44,40,51,45,53
6951,44,48,44,41,51,49
6952,50,46,43,51,48,51
6953,44,45,40,52,40,42
6954,41,45,52,46,50,52
6955,49,43,49,44,53,49
6956,43,41,49,42,49,42
6957,54,50,41,45,48,42
6958,42,54,49,50,50,52
6959,53,46,49,41,44,44
6960,52,45,48,45,40,51
6961,41,52,41,52,43,43
6962,52,53,43,42,42,54
6963,53,41,46,45,47,44
6964,51,43,54,47,52,49
6965,44,43,44,48,47,46
6966,42,44,51,42,44,45
6967,44,50,54,53,45,52
6968,46,54,54,46,42,40
6969,51,52,48,41,46,54
6970,51,49,44,44,51,43
6971,42,46,43,45,41,50
6972,53,49,47,45,44,44
6973,48,47,50,40,44,44
6974,40,53,52,53,46,40
6975,52,45,42,46,53,49
6976,43,46,50,44,42,46
6977,40,54,45,50,45,49
6978,49,51,43,47,52,47
6979,44,53,47,41,53,52
6980,45,41,53,43,54,42
6981,50,53,44,50,47,43
6982,48,51,45,48,53,52
6983,53,53,48,53,46,44
6984,51,40,43,49,54,43
6985,46,54,47,50,53,44
6986,45,52,42,51,54,50
6987,45,48,44,44,51,45
6988,41,52,50,54,41,42
6989,53,40,49,51,49,48
6990,45,42,45,49,40,51
6991,54,44,52,49,53,54
6992,47,45,48,40,46,47
6993,46,54,50,40,40,48
6994,40,47,42,49,53,40
6995,53,46,45,51,54,47
6996,42,49,51,54,53,52
6997,48,52,47,43,44,49
6998,44,49,51,54,47,45
6999,46,45,45,51,45,53
7000,41,44,52,46,48,51
7001,54,49,44,53,42,42
7002,54,48,54,53,52,48
7003,54,48,41,43,49,49
7004,43,42,43,48,41,51
7005,46,45,45,49,42,48
7006,54,46,52,46,54,53
7007,49,45,50,47,42,43
7008,50,51,51,40,54,40
7009,42,41,42,52,44,45
7010,45,40,47,46,43,41
7011,40,41,43,51,52,51
7012,41,49,54,43,51,40
7013,43,44,48,45,41,43
7014,50,44,40,44,47,43
7015,46,41,50,51,47,50
7016,51,52,48,49,41,44
7017,48,46,45,52,41,47
7018,49,52,47,47,54,40
7019,53,40,43,54,53,43
7020,47,44,42,46,48,42
7021,47,46,45,46,47,44
7022,44,54,41,43,49,41
7023,47,50,44,50,50,42
7024,40,43,53,49,40,48
7025,49,48,49,42,47,50
7026,50,45,45,53,41,41
7027,42,51,51,54,51,41
7028,47,40,50,51,42,50
7029,52,45,43,52,51,49
7030,46,50,48,43,49,41
7031,48,40,44,41,43,53
7032,43,43,51,54,52,47
7033,44,49,45,51,43,42
7034,46,42,54,53,48,50
7035,40,50,49,42,46,54
7036,53,54,43,51,52,45
7037,49,51,51,46,48,41
7038,47,48,42,49,44,51
7039,42,43,54,47,41,48
7040,45,50,54,47,48,47
7041,54,47,43,43,52,49
7042,43,52,49,43,44,49
7043,51,45,43,50,44,48
7044,41,41,48,40,51,40
7045,49,49,48,43,50,40
7046,42,47,44,53,46,40
7047,47,46,40,48,47,54
7048,48,42,40,54,53,48
7049,51,43,43,42,45,45
7050,46,44,46,47,51,54
7051,52,53,53,50,46,46
7052,53,49,44,40,53,53
7053,46,54,48,40,44,51
7054,46,46,47,49,53,47
7055,43,43,50,42,45,45
7056,46,45,44,54,43,46
7057,42,50,49,53,40,40
7058,47,52,50,40,47,46
7059,48,41,48,41,49,51
7060,49,54,46,41,49,51
7061,49,42,54,54,47,50
7062,48,45,48,50,42,48
7063,50,48,44,54,43,48
7064,50,47,53,54,52,49
7065,51,48,49,45,53,41
7066,49,42,40,41,54,44
7067,54,50,49,52,42,44
7068,40,51,42,43,54,46
7069,52,40,40,51,48,53
7070,44,40,40,45,54,51
7071,40,40,43,50,43,45
7072,44,54,47,53,48,52
7073,45,53,52,43,42,50
7074,48,46,44,42,41,45
7075,50,44,47,42,48,47
7076,43,46,45,40,43,42
7077,51,40,44,47,44,46
7078,47,54,46,44,53,53
7079,51,49,52,40,54,40
7080,45,52,43,44,48,46
7081,53,40,45,43,45,43
7082,42,45,45,53,52,48
7083,47,44,42,49,45,44
7084,48,53,53,40,43,52
7085,41,41,52,40,52,46
7086,46,40,50,52,46,42
7087,44,50,52,43,50,41
7088,52,45,49,46,44,46
7089,44,52,42,43,43,41
7090,49,49,42,52,43,40
7091,40,44,41,47,51,53
7092,54,41,50,47,43,50
7093,47,52,43,40,44,47
7094,49,41,42,48,53,43
7095,45,45,43,45,47,40
7096,54,54,52,47,52,45
7097,51,47,54,44,46,54
7098,51,51,48,45,50,45
7099,47,45,54,45,54,50
7100,47,46,42,51,53,45
7101,45,45,54,46,44,53
7102,49,40,53,52,49,43
7103,45,52,53,40,42,48
7104,42,42,47,53,53,51
7105,47,45,52,52,45,54
7106,44,48,52,51,54,44
7107,44,44,47,48,46,54
7108,43,53,52,42,54,51
7109,44,41,45,48,48,51
7110,45,41,53,48,41,49
7111,54,54,40,49,52,41
7112,41,54,51,51,53,54
7113,46,49,42,42,53,47
7114,42,44,48,40,49,51
7115,48,44,46,53,47,53
7116,42,52,53,41,53,44
7117,51,53,45,46,41,49
7118,54,44,52,45,47,40
7119,53,40,42,44,53,52
7120,52,46,42,45,42,47
7121,49,50,49,48,54,46
7122,50,50,50,43,45,42
7123,53,47,41,43,40,51
7124,51,45,51,42,42,54
7125,42,51,50,50,46,53
7126,52,42,44,41,43,45
7127,51,43,48,42,50,52
7128,45,49,43,40,43,50
7129,48,46,43,47,47,46
7130,43,45,43,47,51,53
7131,40,46,46,54,48,47
7132,52,52,51,52,42,44
7133,47,46,53,48,40,54
7134,50,52,46,44,50,45
7135,54,46,44,49,51,49
7136,50,45,42,51,40,50
7137,46,51,48,52,54,53
7138,45,44,46,51,44,46
7139,42,42,47,48,46,43
7140,43,50,41,46,53,40
7141,46,42,53,46,47,52
7142,45,44,46,51,45,43
7143,52,47,44,42,53,50
7144,41,48,45,48,54,42
7145,50,52,50,51,46,52
7146,48,52,51,43,49,47
7147,53,42,54,53,53,50
7148,51,54,43,53,43,54
7149,52,44,44,53,40,52
7150,42,47,43,41,48,45
7151,47,47,51,41,44,51
7152,52,43,51,52,41,53
7153,41,41,47,48,44,51
7154,52,42,44,50,40,52
7155,54,52,53,48,48,54
7156,54,41,48,46,51,45
7157,42,48,49,50,45,48
7158,46,43,52,51,54,43
7159,43,47,46,49,48,42
7160,51,40,54,47,45,46
7161,42,50,52,46,54,40
7162,45,51,46,47,53,40
7163,44,46,54,50,47,42
7164,40,45,53,50,46,45
7165,42,40,41,40,47,42
7166,44,44,51,50,49,50
7167,44,47,41,44,49,44
7168,49,42,46,52,47,40
7169,51,52,52,46,48,41
7170,43,47,54,51,43,52
7171,40,53,49,43,40,46
7172,41,48,51,43,49,52
7173,49,47,49,52,48,50
7174,44,47,46,52,48,52
7175,41,51,54,52,52,44
7176,54,47,42,50,48,42
7177,43,43,41,51,45,49
7178,46,40,53,47,46,45
7179,48,47,53,50,43,42
7180,40,43,43,50,54,42
7181,51,42,52,52,40,44
7182,40,47,40,45,49,51
7183,45,44,48,47,52,52
7184,53,44,47,53,40,47
7185,46,45,53,45,42,45
7186,53,43,49,45,53,42
7187,47,43,45,42,46,44
7188,53,50,46,54,46,40
7189,47,53,50,43,44,51
7190,43,52,53,42,46,48
7191,47,46,48,54,41,50
7192,47,48,50,53,52,54
7193,53,47,51,43,40,48
7194,47,50,52,43,50,54
7195,51,53,49,48,41,42
7196,53,45,45,47,44,45
7197,50,53,54,46,51,45
7198,45,49,40,47,43,40
7199,47,49,43,44,52,46
7200,46,48,43,54,41,44
7201,45,48,48,43,52,54
7202,53,43,52,48,52,53
7203,46,44,42,52,43,42
7204,51,45,42,51,51,47
7205,47,41,49,41,51,45
7206,54,51,53,53,42,41
7207,48,46,51,52,48,50
7208,51,45,43,52,43,54
7209,51,54,43,51,44,42
7210,46,43,48,47,50,53
7211,48,50,44,46,46,50
7212,43,50,42,51,42,47
7213,45,54,52,47,44,41
7214,51,48,51,41,50,54
7215,46,44,40,46,54,40
7216,41,53,48,45,48,53
7217,41,51,45,53,43,48
7218,44,54,45,48,41,40
7219,47,44,40,51,52,46
7220,52,50,46,41,48,52
7221,47,50,45,44,48,41
7222,49,51,45,50,50,43
7223,45,52,53,54,40,41
7224,52,40,52,48,52,41
7225,49,52,46,52,47,43
7226,46,42,49,52,48,48
7227,48,40,49,49,52,45
7228,49,41,44,48,51,53
7229,45,44,54,48,48,44
7230,46,41,45,42,46,42
7231,46,53,42,51,42,42
7232,41,54,43,54,47,52
7233,42,42,43,44,53,47
7234,50,44,41,51,47,46
7235,48,45,47,45,54,43
7236,44,41,52,54,46,40
7237,48,54,52,49,45,42
7238,54,49,50,51,42,43
7239,46,51,50,54,48,48
7240,49,52,47,48,54,45
7241,47,47,48,47,54,49
7242,52,40,45,44,49,44
7243,46,54,49,40,48,44
7244,43,53,40,42,44,45
7245,42,43,44,54,41,43
7246,49,46,49,52,42,46
7247,42,45,43,50,54,43
7248,50,48,53,52,42,52
7249,41,51,53,41,46,42
7250,47,46,48,53,48,42
7251,48,50,43,52,46,48
7252,43,50,47,46,53,52
7253,52,48,54,44,54,44
7254,40,50,47,45,42,53
7255,53,49,50,44,44,50
7256,51,43,54,46,53,54
7257,54,53,41,52,54,54
7258,53,47,48,45,40,53
7259,46,43,47,40,50,53
7260,45,47,48,46,43,47
7261,50,45,49,44,40,51
7262,40,41,42,46,43,54
7263,50,47,52,42,47,41
7264,42,51,50,40,43,42
7265,48,46,47,51,42,46
7266,42,44,45,54,45,40
7267,43,43,45,51,51,54
7268,51,51,48,43,54,44
7269,51,46,51,48,44,47
7270,46,53,52,49,44,53
7271,41,50,40,48,54,53
7272,53,40,41,50,52,48
7273,42,43,49,41,48,45
7274,51,47,41,48,50,54
7275,51,46,41,51,54,42
7276,40,52,54,42,40,54
7277,44,51,51,43,52,52
7278,48,54,52,51,41,42
7279,51,54,46,50,53,53
7280,43,48,48,49,42,47
7281,49,47,41,54,40,43
7282,50,46,45,44,51,40
7283,51,49,44,45,53,45
7284,54,41,46,50,49,54
7285,49,43,49,41,50,49
7286,46,51,42,42,50,42
7287,52,50,44,53,44,44
7288,47,41,52,51,45,44
7289,40,47,42,51,42,49
7290,48,50,51,54,44,45
7291,53,45,44,47,42,41
7292,42,40,54,48,53,41
7293,46,40,44,40,50,48
7294,51,41,40,47,40,41
7295,49,41,52,42,50,40
7296,46,49,54,49,43,41
7297,53,54,52,42,51,51
7298,53,53,54,47,51,49
7299,47,52,50,48,52,48
7300,43,40,41,41,41,42
7301,52,44,47,45,47,49
7302,50,54,40,48,51,48
7303,40,53,50,52,52,42
7304,42,47,48,46,49,47
7305,51,54,51,51,53,44
7306,44,42,43,54,53,48
7307,51,47,51,43,45,41
7308,42,44,49,41,51,49
7309,51,41,54,52,49,50
7310,42,47,52,48,49,47
7311,43,41,52,42,42,51
7312,48,46,54,54,49,51
7313,51,53,45,52,48,40
7314,44,54,47,45,45,40
7315,52,54,40,45,52,44
7316,54,51,46,53,46,51
7317,46,41,54,44,42,44
7318,40,54,47,47,51,53
7319,44,45,46,41,50,54
7320,53,53,48,51,51,45
7321,49,52,53,43,40,49
7322,40,53,53,53,40,53
7323,46,51,46,51,54,52
7324,44,44,44,52,50,42
7325,48,52,54,44,51,43
7326,54,40,52,49,53,48
7327,43,41,40,50,40,50
7328,47,53,51,42,40,47
7329,49,48,50,46,47,48
7330,44,51,41,49,41,50
7331,46,47,49,51,46,52
7332,41,50,51,42,49,53
7333,54,54,40,48,47,43
7334,49,40,40,40,44,45
7335,50,43,44,50,42,53
7336,53,48,53,52,43,51
7337,53,51,40,50,42,42
7338,43,46,43,42,43,52
7339,51,52,40,45,54,54
7340,54,40,53,42,41,49
7341,44,52,48,50,52,52
7342,42,41,42,53,53,46
7343,40,42,53,46,42,41
7344,47,47,44,41,41,54
7345,53,54,52,53,40,48
7346,49,44,48,54,42,51
7347,40,53,42,54,47,45
7348,53,40,53,45,52,50
7349,45,52,52,48,42,52
7350,48,44,43,41,40,51
7351,52,45,45,49,41,42
7352,52,42,42,45,52,52
7353,45,48,42,41,49,45
7354,46,52,40,45,50,53
7355,44,46,49,43,44,50
7356,53,48,51,50,52,46
7357,53,50,47,50,44,45
7358,40,42,44,41,44,45
7359,49,46,50,45,45,49
7360,53,41,41,52,44,42
7361,43,44,44,53,42,44
7362,49,52,44,47,41,43
7363,49,50,43,40,52,46
7364,47,40,51,40,40,46
7365,51,50,42,50,51,40
7366,45,45,43,53,52,40
7367,44,51,43,52,54,53
7368,42,50,49,53,50,49
7369,45,42,49,41,53,45
7370,51,41,54,40,48,51
7371,41,52,49,42,45,45
7372,44,52,47,52,51,54
7373,42,49,43,54,52,50
7374,52,53,48,53,41,41
7375,50,47,45,43,43,48
7376,48,46,41,43,53,54
7377,45,54,44,49,49,54
7378,49,49,44,49,47,40
7379,43,49,53,43,40,43
7380,50,47,43,43,43,53
7381,50,41,50,40,44,51
7382,54,49,49,44,43,43
7383,54,46,50,46,41,46
7384,42,51,46,47,48,50
7385,47,41,47,46,47,52
7386,53,42,51,42,49,45
7387,53,40,51,40,44,43
7388,43,43,42,51,40,53
7389,43,48,41,50,43,51
7390,50,47,45,54,52,49
7391,49,43,46,50,51,54
7392,48,43,48,42,47,49
7393,45,41,44,52,50,48
7394,45,42,54,47,50,45
7395,54,48,45,48,43,51
7396,50,50,41,52,48,54
7397,51,43,54,50,40,53
7398,47,42,45,47,42,44
7399,53,50,54,48,41,46
7400,45,50,41,53,44,41
7401,48,43,51,49,45,45
7402,45,43,53,43,47,51
7403,47,52,48,45,46,48
7404,49,52,44,49,49,50
7405,48,40,43,51,46,43
7406,48,47,40,50,43,53
7407,48,47,51,49,54,51
7408,45,41,54,53,45,49
7409,41,46,41,49,50,42
7410,42,52,47,46,51,45
7411,42,49,40,50,51,45
7412,53,50,41,54,42,52
7413,40,51,44,49,42,51
7414,54,40,48,51,45,41
7415,51,43,42,52,44,47
7416,53,52,42,48,49,44
7417,53,53,50,42,47,41
7418,42,51,44,48,49,48
7419,53,51,41,42,50,44
7420,46,46,48,47,53,40
7421,52,47,41,54,52,41
7422,45,45,52,53,42,46
7423,54,54,46,48,40,48
7424,53,52,42,49,43,47
7425,51,50,53,50,50,54
7426,40,53,54,44,51,45
7427,51,53,54,49,53,49
7428,42,48,51,52,41,42
