Student ID,English,Mathematics,Science,Social Studies,Logical Reasoning,Computer Awareness
360,89,86,80,80,94,92
361,40,45,44,62,47,48
362,85,84,77,68,83,74
363,52,59,41,60,51,42
364,67,66,77,67,79,79
365,78,74,70,83,73,73
366,87,86,81,95,83,91
367,45,50,58,64,55,62
368,65,52,44,58,60,50
369,53,42,42,44,48,40
370,84,82,83,91,83,85
371,91,88,92,80,94,87
372,76,73,70,80,76,75
373,69,74,77,69,80,85
374,84,88,89,95,93,85
375,53,42,63,65,65,56
376,93,92,94,85,93,80
377,87,80,84,81,91,87
378,46,48,48,45,64,42
379,87,84,88,86,80,91
380,49,53,47,53,49,43
381,62,63,56,52,40,46
382,58,53,48,45,51,40
383,84,65,84,83,80,85
384,43,54,53,40,48,40
385,60,62,51,50,53,49
386,44,44,62,63,50,58
387,45,63,63,52,47,58
388,56,53,54,52,49,46
389,80,67,75,80,85,74
390,51,58,57,45,41,47
391,81,85,69,70,77,70
392,94,94,90,90,82,84
393,80,72,72,72,72,81
394,43,62,41,59,41,44
395,61,48,42,61,62,65
396,91,92,91,89,86,89
397,78,72,78,70,65,73
398,70,65,81,67,73,68
399,88,85,83,88,89,95
400,47,56,40,43,65,53
401,44,52,59,62,54,57
402,58,61,43,50,41,45
403,66,83,78,84,72,75
404,43,48,47,41,53,45
405,47,63,51,58,43,53
406,40,46,43,61,62,41
407,50,40,42,51,56,43
408,57,65,54,62,57,50
409,61,60,46,41,62,59
410,66,82,75,74,76,80
411,76,81,79,71,78,77
412,73,84,72,69,72,68
413,86,80,90,89,91,89
414,63,41,45,48,63,45
415,53,63,45,42,64,43
416,63,59,47,63,48,50
417,85,68,65,85,67,71
418,92,81,91,90,94,92
419,77,69,80,66,69,83
420,81,69,78,69,67,81
421,74,66,76,66,65,68
422,59,61,59,45,61,57
423,44,45,58,51,63,41
424,46,58,58,57,40,51
425,80,71,85,84,82,76
426,79,65,85,75,77,72
427,57,44,45,61,57,50
428,85,94,84,84,85,94
429,55,47,45,58,58,56
430,46,54,64,56,53,60
431,93,88,95,94,92,84
432,80,89,91,92,86,87
433,68,71,78,77,70,71
434,75,66,83,76,77,71
435,68,84,78,76,77,83
436,91,86,95,86,87,87
437,80,85,65,77,72,65
438,79,73,73,78,65,72
439,73,68,75,70,71,73
440,81,76,65,73,69,66
441,61,60,63,52,54,46
442,70,76,67,75,77,73
443,70,66,76,69,68,85
444,56,46,48,64,44,42
445,83,86,88,80,84,86
446,40,60,46,43,64,57
447,68,74,70,75,70,69
448,59,55,50,42,64,52
449,92,90,85,92,82,84
450,87,87,95,82,85,91
451,77,66,72,73,73,67
452,93,80,87,87,91,81
453,75,77,78,81,75,69
454,84,93,89,91,87,93
455,47,54,61,42,41,65
456,54,42,49,44,60,50
457,85,86,87,86,92,89
458,75,73,75,66,68,73
459,67,68,73,82,71,69
460,65,84,74,71,70,69
461,84,69,66,74,82,73
462,76,70,81,79,81,75
463,92,87,81,94,88,95
464,77,72,67,73,78,78
465,69,82,68,75,82,65
466,61,56,54,61,49,57
467,83,84,92,80,85,93
468,41,60,52,63,50,52
469,73,85,74,66,79,74
470,88,87,95,89,84,92
471,70,74,85,82,65,76
472,84,71,73,82,65,71
473,53,59,45,53,62,49
474,41,65,43,59,47,50
475,73,65,78,85,71,79
476,68,67,82,66,66,68
477,72,72,66,73,66,70
478,55,62,52,62,43,43
479,55,57,49,60,51,62
480,90,83,85,81,89,83
481,95,83,90,91,88,95
482,64,49,44,61,60,48
483,82,71,82,84,85,78
484,77,83,68,80,74,69
485,76,75,68,71,79,85
486,56,55,40,51,54,61
487,40,52,65,63,64,48
488,68,66,85,82,79,67
489,59,51,46,51,62,56
490,58,55,57,47,57,57
491,79,79,70,66,80,71
492,60,45,49,60,54,47
493,91,90,95,92,84,83
494,49,46,64,56,53,47
495,92,81,81,86,90,91
496,72,71,74,81,77,70
497,79,67,85,69,70,67
498,84,71,77,83,73,65
499,91,89,95,92,86,93
500,93,95,84,90,90,92
501,91,90,82,87,95,91
502,78,85,82,72,71,70
503,75,83,78,76,76,73
504,77,75,78,77,68,75
505,62,58,63,46,58,43
506,76,75,81,72,76,68
507,74,75,74,81,83,75
508,45,61,61,59,65,64
509,82,83,70,79,74,73
510,46,49,50,48,52,44
511,74,85,81,75,79,66
512,69,78,83,83,69,84
513,54,49,56,55,44,54
514,87,81,91,85,84,90
515,86,80,87,92,85,91
516,47,49,52,56,54,59
517,85,72,81,81,84,70
518,68,83,74,85,81,68
519,42,61,65,64,44,60
520,83,93,82,91,83,89
521,65,52,61,47,54,60
522,65,84,78,84,76,72
523,56,59,57,42,63,54
524,65,40,59,65,57,54
525,55,46,44,42,63,44
526,81,77,76,74,78,85
527,59,59,63,43,48,52
528,93,82,85,87,90,83
529,42,43,56,51,48,40
530,78,66,80,72,82,74
531,63,52,65,59,46,40
532,47,53,40,61,54,62
533,44,57,41,50,46,57
534,74,73,73,84,85,73
535,44,57,47,59,48,58
536,80,76,76,82,81,66
537,71,66,76,83,67,72
538,88,95,92,90,92,87
539,57,59,49,42,45,59
540,69,73,76,83,69,65
541,77,78,85,75,76,72
542,42,42,47,64,52,44
543,55,48,51,46,62,53
544,82,84,67,65,83,75
545,49,63,49,55,53,63
546,72,73,85,85,84,83
547,82,84,88,90,89,82
548,64,49,63,60,61,57
549,93,89,94,94,86,80
550,50,41,51,57,41,49
551,54,46,57,44,63,55
552,87,92,83,87,85,89
553,78,81,79,81,79,82
554,62,44,50,63,52,52
555,74,65,85,83,81,67
556,68,78,66,83,69,85
557,63,47,65,63,42,49
558,90,86,86,88,93,86
559,49,61,47,63,62,49
560,78,75,80,67,71,74
561,58,43,53,45,41,61
562,44,50,58,52,61,61
563,84,72,76,66,85,84
564,80,76,79,75,69,65
565,51,45,53,63,55,56
566,51,65,63,50,53,40
567,88,94,92,90,93,90
568,94,88,90,95,92,94
569,48,50,64,41,43,57
570,95,89,81,93,83,80
571,70,83,75,78,84,76
572,80,92,80,91,90,86
573,41,48,48,56,46,54
574,89,80,81,80,85,95
575,74,81,66,74,72,76
576,80,81,73,84,70,84
577,76,80,80,81,76,76
578,89,83,86,88,81,85
579,82,83,83,89,93,94
580,77,67,73,66,66,79
581,40,42,42,65,63,49
582,83,70,73,84,68,77
583,79,76,71,70,84,70
584,84,66,76,70,72,66
585,79,85,74,73,85,71
586,82,80,93,88,90,82
587,71,70,75,70,83,71
588,42,53,58,65,62,41
589,83,74,83,75,68,75
590,85,80,65,67,65,74
591,82,88,84,92,80,82
592,75,65,84,74,85,78
593,68,85,71,76,81,76
594,54,53,48,50,45,57
595,60,45,56,47,47,55
596,71,73,71,72,71,78
597,90,89,86,89,91,86
598,50,40,49,53,61,61
599,83,65,81,80,74,66
600,88,88,87,83,82,80
601,73,84,66,68,84,83
602,89,90,85,90,89,84
603,84,87,94,92,81,80
604,82,82,88,80,88,81
605,62,64,44,48,51,42
606,80,87,87,95,87,86
607,51,55,43,50,40,60
608,92,84,94,83,94,86
609,54,59,57,50,64,42
610,78,70,85,80,72,74
611,95,93,89,84,86,81
612,92,82,85,80,87,80
613,49,50,64,41,46,56
614,89,91,87,81,90,80
615,45,47,56,48,51,62
616,54,57,49,56,51,50
617,81,74,68,82,74,74
618,74,70,73,67,82,71
619,95,83,84,87,83,92
620,83,68,82,71,74,81
621,90,88,87,86,84,85
622,80,80,85,83,95,82
623,78,73,84,77,78,73
624,53,63,41,43,54,50
625,76,76,85,83,79,67
626,42,40,52,48,45,62
627,79,70,82,71,67,72
628,90,86,90,83,95,82
629,54,65,40,45,48,61
630,76,72,79,81,67,67
631,65,51,45,47,56,64
632,76,68,73,71,76,80
633,69,81,65,77,84,78
634,74,76,66,83,67,85
635,76,67,75,70,79,76
636,93,80,80,94,87,95
637,81,95,92,86,89,84
638,74,69,67,65,73,67
639,62,40,51,55,60,47
640,92,89,84,87,91,81
641,42,40,47,57,41,46
642,84,69,65,72,80,78
643,89,84,82,94,80,86
644,45,42,47,52,56,45
645,60,61,41,53,57,49
646,90,93,89,83,87,93
647,56,55,60,59,48,55
648,89,83,83,93,91,85
649,81,91,85,92,95,91
650,80,84,72,70,67,66
651,42,48,52,56,41,53
652,51,57,60,58,61,41
653,70,77,84,70,68,80
654,74,69,71,81,70,68
655,62,43,61,58,64,52
656,66,68,73,80,75,73
657,69,73,71,70,85,80
658,71,68,77,81,79,73
659,49,57,61,59,61,49
660,84,82,77,78,75,68
661,73,66,71,70,83,81
662,68,65,72,82,77,77
663,40,46,55,46,43,54
664,42,65,48,42,61,58
665,87,82,90,92,92,81
666,44,62,46,50,65,60
667,41,50,64,55,40,48
668,53,42,49,54,46,55
669,86,89,92,95,93,86
670,94,89,95,82,82,92
671,85,73,76,85,72,68
672,59,47,56,55,44,60
673,83,83,82,81,88,87
674,65,81,82,84,77,65
675,83,82,91,88,92,94
676,78,81,71,68,75,83
677,42,48,48,63,48,58
678,66,77,75,75,65,81
679,65,70,74,70,84,81
680,48,51,60,45,61,40
681,75,69,69,71,83,75
682,93,87,85,89,87,80
683,94,84,82,93,84,81
684,50,52,49,50,49,58
685,90,80,88,91,86,90
686,66,85,65,78,68,68
687,80,84,80,85,81,91
688,80,85,67,68,79,85
689,61,40,53,41,41,47
690,46,61,52,52,48,42
691,58,56,43,52,63,52
692,85,95,81,87,82,92
693,69,65,65,65,65,81
694,80,84,93,85,89,95
695,84,83,70,70,79,80
696,85,86,86,84,87,85
697,91,82,94,88,81,81
698,83,76,66,77,75,76
699,63,58,41,40,55,47
700,53,55,44,51,42,54
701,53,55,49,40,63,40
702,82,75,78,69,75,84
703,60,47,51,47,55,51
704,56,62,40,52,44,65
705,54,53,41,43,45,55
706,92,83,83,85,93,91
707,58,65,64,44,44,59
708,75,69,69,69,84,80
709,75,84,74,69,67,83
710,84,69,81,74,73,74
711,58,45,45,57,41,45
712,79,72,84,66,83,78
713,63,51,56,65,53,56
714,45,43,61,53,54,61
715,59,57,48,55,48,60
716,83,74,79,69,84,66
717,83,83,81,84,66,77
718,49,45,50,48,45,64
719,92,87,81,90,85,89
720,66,80,83,65,85,76
721,54,44,43,59,55,48
722,93,94,90,89,84,90
723,50,45,41,58,46,44
724,83,74,81,65,78,84
725,79,81,71,78,73,74
726,81,78,70,78,77,73
727,78,83,81,66,74,76
728,71,71,81,75,72,76
729,87,90,82,94,92,87
730,63,49,52,55,55,48
731,80,78,70,83,73,75
732,65,66,80,73,69,85
733,52,41,53,60,64,65
734,63,47,44,40,40,52
735,67,70,78,66,66,73
736,45,62,54,63,65,47
737,56,63,40,43,45,41
738,86,92,88,95,90,95
739,70,84,66,78,65,78
740,65,57,60,44,44,41
741,87,81,89,93,82,80
742,58,52,52,52,61,61
743,84,79,81,77,73,81
744,83,94,86,93,80,82
745,66,74,73,83,69,71
746,83,82,81,82,92,93
747,80,87,82,89,88,84
748,69,72,72,74,66,68
749,73,81,83,68,65,65
750,83,88,81,92,92,83
751,41,46,65,45,65,60
752,58,54,48,54,54,41
753,43,63,48,53,56,42
754,64,40,56,54,44,64
755,71,67,78,71,78,73
756,92,92,81,88,80,86
757,94,83,82,95,88,90
758,87,91,83,94,88,81
759,76,66,82,81,76,70
760,43,64,56,45,59,45
761,64,56,60,55,60,59
762,73,73,85,72,79,68
763,65,84,74,85,85,78
764,52,44,58,57,40,64
765,56,50,44,55,60,63
766,54,52,53,47,40,65
767,84,65,65,65,67,85
768,49,61,61,51,47,43
769,65,76,80,79,81,79
770,48,58,41,42,52,62
771,67,75,81,79,85,72
772,67,82,84,75,71,68
773,68,72,70,76,72,77
774,65,66,69,79,72,79
775,61,49,49,64,54,55
776,95,88,82,92,87,88
777,48,63,60,43,43,53
778,52,48,65,57,61,43
779,81,72,75,76,77,78
780,78,85,75,80,68,83
781,69,78,75,70,65,67
782,49,63,54,64,43,54
783,59,41,57,43,60,59
784,55,40,41,42,61,58
785,82,77,83,75,66,68
786,44,41,47,50,51,41
787,44,53,62,64,50,61
788,44,44,64,60,65,61
789,71,72,71,82,73,71
790,42,56,56,40,41,61
791,70,68,80,70,78,82
792,80,94,93,80,87,90
793,80,82,77,82,66,79
794,77,76,75,66,77,73
795,58,40,47,45,63,60
796,40,45,58,53,48,59
797,83,91,84,90,93,93
798,83,83,92,90,88,84
799,83,67,85,73,72,67
800,41,52,54,58,45,50
801,70,74,85,72,85,81
802,48,55,55,46,60,40
803,63,43,56,48,42,62
804,57,49,42,55,55,60
805,74,66,80,65,77,83
806,41,61,42,53,43,50
807,78,85,85,83,68,74
808,65,69,84,70,82,83
809,83,94,87,95,86,90
810,83,92,94,83,87,86
811,48,44,45,59,62,40
812,71,77,73,70,80,69
813,68,66,68,69,84,83
814,40,47,50,46,47,65
815,88,84,80,81,80,88
816,82,87,90,84,92,83
817,46,55,42,49,40,59
818,80,70,66,67,81,85
819,70,78,72,71,72,79
820,87,95,92,92,86,88
821,70,80,85,80,76,65
822,65,40,44,54,41,49
823,81,83,75,83,65,85
824,73,76,70,71,73,68
825,79,66,73,67,71,84
826,51,42,52,45,51,56
827,94,87,94,93,90,80
828,70,79,77,68,78,71
829,72,79,72,77,83,78
830,66,76,66,72,85,79
831,87,84,88,90,85,86
832,56,44,58,63,45,53
833,89,89,85,84,86,89
834,63,63,57,52,47,47
835,80,87,80,86,95,86
836,85,93,93,89,95,94
837,78,68,68,77,74,77
838,67,81,65,79,78,67
839,82,69,74,67,76,73
840,82,88,88,84,82,87
841,85,79,71,72,78,65
842,77,66,68,79,67,71
843,88,89,90,85,83,88
844,51,47,45,40,49,53
845,65,54,65,47,65,53
846,47,44,53,63,40,55
847,71,84,75,82,84,85
848,41,52,47,55,42,63
849,81,85,87,94,94,92
850,56,40,56,50,60,43
851,82,80,72,74,73,76
852,52,41,59,53,44,53
853,80,73,71,84,79,77
854,41,41,45,49,43,63
855,48,63,55,65,59,63
856,78,72,71,66,73,78
857,50,51,48,56,62,41
858,91,86,85,80,86,84
859,65,85,82,72,85,68
860,81,82,71,74,67,77
861,55,41,65,50,43,56
862,88,90,82,95,89,89
863,62,59,63,50,48,62
864,81,83,92,84,90,85
865,68,77,85,68,70,73
866,41,57,46,52,64,61
867,48,54,60,50,55,56
868,62,62,59,48,51,55
869,47,43,52,59,62,53
870,83,68,77,74,83,76
871,65,85,65,69,66,75
872,90,81,94,81,86,89
873,71,76,67,80,73,84
874,83,94,89,83,91,86
875,63,49,54,59,48,51
876,88,81,92,80,82,89
877,46,54,45,64,43,62
878,72,66,73,66,77,66
879,64,56,61,60,41,51
880,50,61,64,57,49,65
881,80,92,82,82,81,83
882,70,71,82,77,65,75
883,44,50,46,41,46,57
884,52,64,59,57,61,58
885,84,75,77,68,70,83
886,72,79,81,76,80,77
887,65,50,52,65,53,60
888,74,80,80,80,70,76
889,45,64,62,57,41,57
890,95,81,82,88,91,94
891,85,75,73,74,73,85
892,83,86,86,80,85,86
893,49,49,56,44,64,58
894,60,49,43,44,46,58
895,65,41,42,49,43,50
896,71,85,83,79,67,81
897,47,57,46,61,49,46
898,56,42,56,46,50,64
899,76,73,66,73,82,83
900,82,75,68,80,79,85
901,51,54,41,48,64,61
902,73,83,75,66,69,80
903,75,82,76,84,68,75
904,84,74,83,65,71,84
905,66,81,83,73,73,79
906,91,90,95,90,83,86
907,91,87,81,93,89,92
908,84,93,87,82,87,91
909,81,84,85,82,90,95
910,44,50,57,61,49,44
911,86,86,93,93,82,86
912,44,65,44,59,64,43
913,55,64,52,48,47,57
914,63,49,52,53,56,46
915,87,93,95,89,83,85
916,55,46,42,65,43,63
917,59,50,65,57,55,48
918,82,82,82,85,90,86
919,61,42,42,40,61,55
920,62,52,59,56,52,50
921,74,72,78,77,84,73
922,45,52,59,58,47,52
923,43,61,40,64,45,47
924,94,95,90,88,93,85
925,56,49,43,65,40,56
926,46,43,61,55,65,60
927,79,65,75,84,85,69
928,54,40,53,52,50,50
929,51,47,41,55,43,58
930,85,77,65,71,70,84
931,59,55,54,44,44,61
932,65,76,73,82,71,67
933,77,82,84,69,77,76
934,86,89,91,90,87,81
935,58,62,52,64,42,45
936,68,66,67,76,80,68
937,80,69,85,71,74,75
938,65,71,76,79,73,70
939,77,74,68,78,83,85
940,90,95,93,92,86,89
941,71,69,85,65,82,70
942,65,70,78,70,83,79
943,67,80,85,70,80,79
944,83,91,94,85,90,80
945,93,92,88,94,85,92
946,81,81,85,89,93,89
947,81,82,87,89,87,89
948,76,78,80,73,68,85
949,84,67,68,75,68,82
950,90,84,93,92,82,80
951,84,91,92,86,88,83
952,69,81,69,71,85,83
953,70,73,73,77,81,70
954,79,70,77,68,73,84
955,75,76,85,84,72,81
956,66,71,81,70,81,83
957,70,68,75,65,68,69
958,48,42,52,52,46,53
959,52,63,41,60,53,48
960,40,61,58,53,43,42
961,78,75,65,65,83,65
962,69,71,82,71,83,68
963,81,92,82,82,89,90
964,57,41,64,49,41,64
965,70,78,72,78,70,76
966,82,94,83,89,89,91
967,51,64,44,64,55,57
968,86,80,91,91,84,91
969,63,58,64,46,44,53
970,75,66,70,82,66,80
971,80,85,85,67,66,83
972,41,62,58,53,62,59
973,81,65,68,72,71,74
974,43,65,44,41,59,45
975,69,80,73,77,79,74
976,73,75,79,69,82,75
977,83,81,93,81,94,82
978,84,75,65,73,76,71
979,73,72,77,83,69,75
980,48,52,56,56,59,40
981,94,95,81,87,83,92
982,54,53,51,58,52,54
983,59,56,63,56,52,52
984,58,65,45,62,45,52
985,55,52,64,54,62,49
986,71,79,76,66,74,77
987,65,74,80,81,77,83
988,69,75,80,85,80,81
989,54,61,42,40,44,45
990,51,45,40,45,58,52
991,48,44,59,42,58,52
992,71,75,65,79,73,81
993,84,74,75,81,75,84
994,75,83,75,79,82,84
