25,13,20,37,8,67,2
25,9,33,64,30,38,38
25,1,27,24,57,10,5
26,3,0,18,16,52,34
26,0,31,58,25,4,26
26,15,8,74,13,32,35
26,9,35,51,18,29,5
26,5,64,29,1,5,4
26,5,9,10,31,6,59
27,37,39,58,22,26,22
27,26,33,54,2,5,19
27,13,67,9,1,18,1
27,70,26,26,21,17,32
27,36,28,30,67,7,31
27,58,1,22,16,11,38
28,79,32,19,22,16,23
28,17,12,21,19,57,32
28,67,29,23,26,13,30
28,1,50,15,39,13,2
28,24,0,25,29,37,59
28,11,24,19,62,15,10
29,37,28,58,32,7,13
29,2,31,21,29,3,79
29,55,23,37,34,2,27
29,71,3,7,2,39,23
29,3,67,6,11,29,9
29,14,0,77,28,14,28
30,20,26,33,30,56,35
30,35,37,59,16,0,33
30,0,11,12,27,71,6
30,27,32,30,28,50,30
30,31,8,34,5,4,67
30,62,31,37,38,32,5
31,1,4,14,14,80,29
31,21,71,11,19,9,4
31,29,4,7,75,27,16
31,33,11,39,1,23,69
31,38,59,18,21,14,13
31,33,78,9,31,16,19
32,76,1,27,10,12,12
32,11,1,7,39,75,37
32,35,34,30,76,27,9
32,36,37,35,35,62,9
32,21,24,18,17,2,65
32,3,20,55,38,10,10
33,8,2,19,0,53,22
33,13,6,13,31,12,74
33,19,9,79,9,13,27
33,5,35,11,75,26,21
33,2,30,8,77,17,24
33,13,31,23,19,19,75
34,19,52,39,25,16,32
34,64,2,21,33,24,24
34,53,4,0,9,15,0
34,22,76,4,35,11,22
34,22,33,11,70,9,15
34,9,73,5,23,8,22
35,33,11,3,20,37,66
35,37,23,15,32,25,69
35,19,29,9,33,39,65
35,7,17,56,10,14,20
35,54,35,26,20,0,28
35,11,5,5,66,22,24
36,56,7,30,17,34,2
36,26,36,3,9,56,9
36,29,25,74,21,31,28
36,39,28,5,1,31,51
36,76,29,32,13,27,33
36,2,28,73,27,13,17
37,52,1,1,25,11,32
37,30,30,37,59,4,3
37,11,25,70,7,27,18
37,35,73,31,12,16,11
37,25,24,3,15,61,27
37,38,33,9,59,15,25
38,9,56,35,13,20,36
38,2,36,4,59,15,10
38,20,54,7,37,32,0
38,9,73,34,5,34,8
38,0,0,3,36,68,9
38,0,32,69,9,31,30
39,38,72,21,7,11,13
39,80,39,10,28,29,32
39,19,5,1,19,11,56
39,38,72,10,22,32,37
39,38,39,74,29,24,26
39,5,8,1,6,66,28
40,0,65,15,33,2,35
40,68,9,19,28,18,36
40,50,10,16,18,2,7
40,24,8,57,21,34,4
40,11,27,15,2,53,18
40,19,30,14,26,25,54
41,11,3,18,0,26,64
41,23,3,59,18,23,15
41,32,77,21,12,33,24
41,22,18,67,30,29,36
41,0,37,78,10,11,17
41,6,75,2,4,12,7
42,3,11,69,34,12,38
42,22,18,56,23,33,10
42,32,26,26,63,36,31
42,29,30,32,12,1,78
42,66,11,15,16,31,29
42,51,1,39,17,8,38
43,20,28,23,18,20,56
43,23,70,3,25,12,24
43,37,12,8,53,27,38
43,23,74,21,21,2,4
43,4,59,25,22,32,17
43,31,62,3,28,27,2
44,39,23,0,64,19,10
44,71,38,6,34,16,30
44,10,36,3,67,7,28
44,35,5,63,18,1,7
44,12,30,53,6,7,14
44,17,1,73,31,36,11
45,64,1,10,15,21,15
45,30,70,32,22,19,17
45,21,36,12,66,12,3
45,22,22,31,23,53,8
45,39,74,17,9,37,31
45,78,3,38,0,25,9
46,15,30,5,67,3,3
46,36,25,6,20,79,39
46,29,20,37,53,17,31
46,4,16,79,38,0,13
46,14,64,21,15,19,16
46,36,74,32,24,38,27
47,8,34,30,26,17,73
47,6,16,38,7,6,54
47,5,6,21,37,12,73
47,61,8,39,2,39,31
47,7,20,7,10,17,77
47,18,39,27,55,1,28
48,9,20,22,13,35,72
48,25,22,57,15,18,7
48,10,26,20,69,33,19
48,5,12,21,70,27,23
48,21,18,57,27,18,9
48,2,4,9,23,20,55
49,20,18,17,55,5,21
49,34,6,35,57,2,36
49,33,54,15,12,38,13
49,24,74,8,5,2,0
49,55,23,13,6,37,16
49,18,9,38,33,74,11
50,24,6,59,13,28,14
50,20,35,38,10,31,56
50,2,78,31,13,24,9
50,50,9,16,16,5,9
50,9,14,73,17,12,4
50,38,78,34,17,18,18
51,36,9,0,17,21,57
51,25,59,7,37,10,17
51,9,23,16,5,2,52
51,22,2,10,17,2,63
51,8,19,3,39,14,71
51,22,11,19,65,11,26
52,19,18,9,24,18,58
52,57,39,12,24,30,8
52,22,17,72,30,14,5
52,12,1,23,74,22,30
52,38,66,33,29,14,20
52,36,14,50,9,29,0
53,14,33,79,26,13,6
53,79,33,11,3,20,34
53,36,10,18,37,50,10
53,36,7,18,78,24,7
53,70,21,34,34,38,35
53,35,29,69,14,34,33
54,28,16,0,10,50,12
54,0,36,14,66,31,25
54,31,9,80,6,13,36
54,5,65,12,32,1,20
54,37,13,12,6,37,70
54,22,33,75,10,27,13
55,1,14,58,7,21,16
55,26,27,73,3,32,6
55,19,12,22,3,1,67
55,38,23,36,8,3,64
55,20,24,35,11,16,55
55,14,13,37,71,16,37
56,23,16,24,69,9,37
56,21,39,39,19,58,15
56,79,36,35,16,24,22
56,7,4,34,27,2,80
56,10,20,13,18,37,72
56,37,22,13,8,77,28
57,14,19,60,35,5,28
57,22,12,58,29,35,27
57,55,9,20,34,29,4
57,6,31,14,4,72,31
57,4,4,37,36,55,36
57,9,4,9,0,80,27
58,21,30,76,3,4,33
58,35,33,39,14,10,67
58,26,10,1,14,10,51
58,37,67,29,23,14,29
58,20,4,3,3,21,76
58,34,13,21,7,27,50
59,34,62,27,8,4,12
59,15,0,53,27,30,4
59,35,32,4,0,25,52
59,1,25,5,60,20,31
59,62,27,29,25,24,38
59,26,59,17,0,29,33
60,69,39,17,15,1,16
60,57,14,12,31,26,37
60,13,18,78,38,39,12
60,34,33,2,0,55,34
60,37,51,2,28,12,6
60,5,25,66,35,36,15
61,36,4,31,3,38,69
61,19,20,80,9,9,37
61,32,29,16,68,35,36
61,10,27,8,64,30,4
61,19,19,4,28,2,75
61,5,9,50,14,16,35
62,16,26,78,17,38,15
62,53,3,8,36,27,1
62,73,21,11,6,33,24
62,6,18,20,4,75,35
62,56,1,38,28,17,28
62,24,12,18,64,30,29
63,27,13,55,2,36,14
63,5,2,74,31,21,9
63,62,29,29,7,36,12
63,34,7,34,0,79,2
63,57,38,25,17,0,6
63,10,75,31,38,11,18
64,39,76,22,20,1,10
64,9,12,24,34,68,38
64,62,34,2,0,13,4
64,9,19,2,80,31,29
64,56,39,27,25,14,22
64,27,37,3,3,28,55
65,30,77,22,7,1,5
65,21,7,10,15,27,68
65,39,7,68,24,10,9
65,52,20,39,25,37,17
65,17,52,14,14,20,4
65,57,19,17,0,38,35
66,39,38,54,25,22,2
66,36,30,76,3,33,22
66,0,71,22,15,7,31
66,39,11,12,34,10,65
66,26,7,23,8,68,2
66,69,5,31,32,6,28
67,33,5,24,60,12,15
67,11,22,55,28,5,38
67,75,0,28,23,17,15
67,23,60,21,10,19,1
67,4,20,3,58,3,10
67,7,38,24,7,56,39
68,13,80,35,22,25,37
68,29,54,1,22,22,30
68,26,2,13,11,8,62
68,14,4,34,33,7,63
68,52,8,39,16,32,15
68,9,3,16,30,29,62
69,17,21,55,18,13,25
69,69,21,32,25,14,39
69,21,11,9,14,79,39
69,62,7,16,21,38,4
69,27,35,4,36,59,32
69,13,26,0,72,13,1
70,31,12,54,24,1,38
70,7,25,23,19,16,74
70,1,63,0,16,20,39
70,38,34,26,75,21,7
70,6,27,51,29,31,17
70,50,28,9,29,7,39
71,9,3,7,74,31,8
71,35,10,12,20,16,58
71,2,0,39,16,55,12
71,20,38,5,65,29,38
71,24,12,21,55,10,4
71,79,15,2,2,27,16
72,22,39,2,26,17,66
72,25,11,72,6,11,26
72,4,39,30,29,28,58
72,4,3,33,13,50,9
72,32,24,20,70,1,1
72,15,12,7,34,74,33
73,1,1,58,21,0,15
73,20,10,15,54,3,9
73,10,1,56,31,22,2
73,31,18,17,79,28,20
73,23,27,32,22,65,3
73,25,18,36,8,66,19
74,9,12,77,34,10,15
74,23,1,7,29,55,13
74,37,10,17,0,53,7
74,9,20,3,25,66,38
74,36,31,7,51,2,3
74,39,51,9,23,35,32
75,10,8,12,13,70,0
75,3,35,59,17,29,12
75,29,1,64,25,31,5
75,0,26,63,17,7,34
75,22,66,38,35,26,12
75,36,10,4,31,66,19
76,10,15,64,21,23,36
76,38,37,17,23,12,68
76,68,20,5,34,25,38
76,28,12,27,62,23,3
76,2,36,8,13,56,39
76,1,34,19,17,67,33
77,19,36,75,39,8,14
77,52,31,9,2,27,2
77,31,34,52,3,7,25
77,38,36,30,29,8,55
77,30,65,34,30,4,21
77,16,10,11,66,24,13
78,2,6,64,30,32,12
78,13,12,38,21,68,6
78,21,15,37,38,16,70
78,3,25,80,33,0,38
78,12,36,6,17,21,57
78,27,50,27,39,24,30
79,17,8,64,14,2,26
79,5,60,33,14,3,21
79,35,7,72,39,9,4
79,28,10,19,66,17,12
79,29,34,12,70,30,2
79,22,34,80,14,35,28
80,38,18,37,71,21,36
80,24,35,36,2,17,60
80,9,24,77,3,7,17
80,18,1,27,26,79,24
80,13,23,14,65,2,0
80,9,61,16,13,22,6
81,76,17,4,6,35,28
81,64,24,7,9,1,39
81,28,15,14,14,20,65
81,2,31,39,21,28,54
81,34,60,39,8,30,33
81,7,14,16,14,38,68
82,25,19,51,11,9,35
82,4,62,30,28,28,4
82,22,12,12,54,36,38
82,77,9,28,21,13,17
82,15,4,29,72,1,16
82,2,26,17,23,62,32
83,27,6,73,29,7,10
83,18,2,51,22,1,4
83,37,80,22,5,33,5
83,1,3,33,3,38,55
83,6,27,5,60,33,39
83,9,34,74,37,32,9
84,13,11,23,14,22,50
84,63,7,4,33,33,23
84,0,8,33,26,60,39
84,26,13,25,55,8,0
84,32,3,35,53,6,7
84,37,21,31,79,37,2
85,24,18,38,72,29,23
85,76,39,1,5,29,3
85,13,55,9,21,27,6
85,23,37,0,78,8,32
85,20,3,39,0,7,64
85,22,28,77,28,22,7
86,8,15,61,36,31,15
86,77,12,1,32,26,8
86,16,30,28,77,22,9
86,66,23,6,35,39,24
86,12,79,18,38,3,16
86,37,5,69,6,36,25
87,57,30,10,31,36,39
87,9,54,32,11,1,25
87,37,39,20,22,34,55
87,1,17,19,31,57,26
87,37,36,35,17,69,12
87,25,17,71,0,25,1
88,15,65,29,14,38,0
88,35,72,6,27,27,0
88,31,36,34,77,25,7
88,24,59,38,12,10,13
88,18,8,16,68,10,24
88,37,20,17,20,56,29
89,62,19,23,7,25,2
89,0,74,24,19,6,17
89,68,0,5,21,31,30
89,69,7,11,3,13,17
89,12,9,18,27,9,72
89,18,8,33,29,54,22
90,22,36,32,72,7,11
90,53,16,4,31,32,3
90,71,3,3,37,1,2
90,35,27,3,65,17,9
90,17,29,9,60,35,26
90,24,5,3,75,1,23
91,23,8,73,19,1,38
91,9,31,33,62,11,19
91,75,12,28,10,14,3
91,6,72,23,17,38,36
91,0,38,17,53,19,10
91,33,65,37,25,22,4
92,17,8,3,59,33,14
92,8,19,75,15,4,33
92,18,55,38,17,26,3
92,53,37,38,7,38,1
92,12,8,24,18,70,20
92,53,22,35,11,11,6
93,0,5,32,2,35,73
93,14,21,2,36,29,54
93,26,20,30,57,9,37
93,16,17,17,22,72,38
93,16,3,33,66,29,30
93,29,24,33,38,16,71
94,21,59,7,23,11,29
94,77,23,22,7,25,11
94,18,38,20,26,61,20
94,36,53,11,0,36,11
94,11,63,3,14,32,1
94,20,13,4,17,11,76
95,0,73,10,10,22,39
95,39,10,16,74,12,27
95,25,79,31,21,27,24
95,23,10,19,7,58,30
95,21,23,50,17,4,27
95,7,36,9,53,3,15
96,7,6,14,7,71,38
96,71,23,38,0,26,36
96,5,27,39,11,64,3
96,71,30,12,6,36,21
96,12,11,29,80,22,3
96,13,5,54,23,39,2
97,30,37,79,39,11,17
97,0,32,32,0,18,51
97,7,25,12,9,11,58
97,1,24,15,69,27,24
97,70,28,31,19,14,35
97,9,22,59,19,9,18
98,30,30,36,64,18,0
98,33,10,3,18,77,36
98,25,7,12,66,32,34
98,9,38,29,5,68,26
98,29,61,0,30,30,17
98,20,57,8,15,22,26
99,25,18,62,6,23,2
99,34,5,73,9,13,28
99,22,20,32,6,52,9
99,51,22,5,8,8,13
99,11,5,13,19,1,75
99,13,13,51,21,25,21
100,36,31,66,25,15,13
100,13,19,76,28,11,14
100,36,8,78,30,37,36
100,16,34,15,39,13,76
100,9,28,50,35,23,30
100,27,16,31,32,19,80
101,58,3,2,9,32,25
101,26,17,4,78,1,3
101,18,75,39,4,1,5
101,1,52,27,4,28,3
101,21,32,65,38,35,28
101,16,35,50,8,34,38
102,58,12,3,5,24,31
102,4,13,72,33,4,10
102,9,4,12,52,15,20
102,34,12,10,2,28,69
102,12,13,36,71,10,25
102,28,25,35,21,55,24
103,20,0,75,5,30,20
103,11,11,7,24,80,4
103,5,28,8,29,8,60
103,11,34,35,0,66,15
103,29,80,31,29,25,25
103,3,19,18,51,0,16
104,16,38,79,2,21,35
104,31,62,20,36,33,7
104,25,38,7,78,39,15
104,19,11,20,28,60,26
104,26,60,6,37,28,0
104,20,20,11,23,71,21
105,22,28,62,28,6,10
105,10,33,52,39,0,24
105,62,15,35,37,30,18
105,7,27,68,7,26,35
105,15,10,75,32,3,38
105,19,23,35,0,73,1
106,23,21,8,38,31,58
106,31,71,38,26,4,24
106,14,29,29,72,37,20
106,60,32,28,15,14,12
106,7,11,1,4,66,36
106,22,4,32,25,29,72
107,63,6,30,33,27,20
107,79,13,14,4,21,18
107,6,37,18,60,28,37
107,5,39,77,23,1,18
107,9,37,16,2,17,77
107,15,15,3,11,61,0
108,16,5,20,22,22,78
108,7,33,68,17,19,28
108,53,2,16,38,25,17
108,30,11,11,39,68,23
108,11,63,7,30,10,30
108,6,51,26,15,26,33
109,9,23,19,16,17,75
109,66,38,31,21,31,13
109,6,9,73,39,3,18
109,22,54,39,0,28,3
109,32,13,29,28,66,21
109,11,30,21,73,35,26
110,14,37,7,51,24,0
110,8,66,14,6,19,15
110,1,34,9,20,67,23
110,23,22,37,39,76,1
110,59,38,7,39,19,26
110,11,38,6,25,65,34
111,35,13,39,33,38,59
111,10,17,8,0,10,63
111,4,19,16,72,22,2
111,53,1,27,25,36,39
111,62,19,18,35,14,13
111,30,38,30,75,37,26
112,9,69,10,5,31,32
112,2,37,5,36,71,7
112,17,10,20,79,23,27
112,2,67,15,16,24,32
112,29,18,13,61,24,38
112,54,26,33,24,39,5
113,19,57,18,17,10,35
113,39,5,77,18,33,9
113,56,39,36,13,1,24
113,32,33,21,11,5,75
113,19,74,30,11,39,18
113,57,32,11,32,30,36
114,29,5,17,19,58,8
114,31,36,65,0,34,29
114,39,56,24,30,7,26
114,34,7,63,25,28,25
114,26,56,4,10,7,17
114,14,69,0,12,31,23
115,24,33,28,57,25,24
115,24,14,34,77,20,35
115,29,19,12,55,9,37
115,12,25,65,1,12,22
115,2,18,56,33,18,6
115,19,1,28,64,22,11
116,20,37,14,35,70,18
116,31,36,33,75,30,31
116,1,7,22,30,64,8
116,0,25,60,17,32,17
116,54,36,27,25,35,12
116,21,21,60,15,1,26
117,14,9,20,37,13,63
117,56,14,36,32,17,17
117,36,2,14,38,19,69
117,33,59,38,9,11,36
117,31,10,2,26,22,60
117,20,15,13,6,78,27
118,31,23,38,15,34,54
118,38,39,5,17,62,32
118,18,7,13,60,22,38
118,24,67,31,16,9,28
118,15,10,71,15,4,16
118,35,5,8,57,29,30
119,37,39,12,70,32,33
119,20,18,25,56,7,31
119,25,59,26,39,37,13
119,26,7,38,75,36,23
119,11,26,18,8,18,68
119,36,30,73,11,18,11
120,74,11,21,0,8,4
120,65,3,22,7,9,20
120,3,31,9,35,52,1
120,35,35,69,36,32,36
120,4,31,31,25,80,0
120,20,39,80,31,31,1
121,15,3,1,72,5,9
121,1,23,33,57,30,16
121,19,2,27,17,66,26
121,0,16,0,1,57,32
121,9,12,26,28,2,72
121,14,37,36,30,5,61
122,58,23,35,21,12,37
122,14,22,54,9,22,37
122,28,28,33,7,18,80
122,26,27,29,27,62,0
122,19,56,25,37,1,7
122,9,12,76,39,4,33
123,35,26,32,61,20,27
123,8,12,24,18,36,74
123,20,28,62,9,14,12
123,35,2,39,4,33,59
123,35,9,26,12,2,50
123,24,9,37,55,36,8
124,27,13,22,0,63,19
124,24,18,59,37,14,37
124,35,1,33,17,36,50
124,51,9,8,0,23,35
124,16,39,54,21,19,10
124,24,33,27,70,17,25
125,10,24,17,27,79,31
125,9,23,19,8,23,74
125,20,5,54,23,38,39
125,25,33,13,54,1,25
125,4,7,10,19,31,55
125,28,38,10,10,70,32
126,68,4,13,27,14,0
126,4,34,18,76,14,31
126,36,65,34,27,14,34
126,54,27,35,34,5,1
126,39,22,34,67,7,0
126,22,53,2,35,13,12
127,7,80,27,17,22,27
127,21,72,39,6,34,29
127,23,10,2,65,25,31
127,3,27,74,22,30,14
127,5,21,29,79,8,15
127,13,69,39,28,31,5
128,10,23,31,36,12,53
128,14,5,9,5,26,71
128,39,19,39,58,15,23
128,9,6,26,67,11,9
128,6,74,7,5,2,7
128,3,3,31,30,71,37
129,8,7,68,22,1,30
129,38,36,27,35,66,0
129,7,39,27,17,65,21
129,10,3,28,4,35,59
129,38,11,22,76,38,23
129,20,24,19,3,32,70
130,61,32,9,16,36,3
130,26,34,63,24,16,8
130,9,12,23,1,64,34
130,2,61,19,24,17,24
130,4,75,28,15,7,11
130,24,1,16,30,12,77
131,32,75,9,28,21,29
131,75,36,21,29,33,17
131,1,19,65,21,25,18
131,7,26,67,17,33,12
131,66,28,6,39,26,34
131,8,7,11,17,22,64
132,15,4,17,62,17,31
132,15,58,29,15,13,13
132,24,62,19,16,1,34
132,5,22,16,34,29,75
132,36,21,31,52,23,26
132,23,37,18,21,76,31
133,13,1,33,16,78,31
133,18,21,76,30,17,13
133,58,8,16,6,2,31
133,10,10,2,21,22,79
133,13,11,75,14,22,18
133,80,0,30,16,31,16
134,73,11,39,11,19,25
134,18,79,37,8,3,28
134,16,30,0,78,6,0
134,10,19,9,17,17,50
134,10,73,0,23,6,6
134,1,31,31,57,16,11
135,0,37,21,0,27,80
135,2,16,37,17,19,50
135,30,59,21,5,17,21
135,12,37,11,37,2,77
135,75,13,29,21,8,6
135,30,71,6,24,29,27
136,23,65,3,37,31,19
136,10,16,78,26,11,16
136,10,22,19,66,26,28
136,70,20,3,4,1,18
136,20,4,38,8,66,36
136,12,19,6,9,61,3
137,70,29,10,36,21,29
137,29,57,20,6,4,23
137,34,2,26,72,8,20
137,6,11,23,79,15,38
137,35,34,0,54,8,11
137,34,50,13,23,5,39
138,4,3,11,19,66,4
138,12,34,1,22,3,60
138,17,32,6,10,17,75
138,58,12,5,27,28,1
138,4,30,14,6,59,2
138,12,8,7,67,3,38
139,37,5,55,13,30,2
139,6,14,1,58,0,18
139,17,20,4,52,0,5
139,23,27,34,66,18,23
139,35,73,34,2,1,27
139,70,16,31,13,29,16
140,10,6,15,75,21,38
140,11,9,1,32,54,20
140,63,25,24,8,7,28
140,37,26,30,32,3,64
140,57,3,28,20,20,29
140,5,10,17,57,34,12
141,13,12,4,24,11,59
141,33,14,28,78,25,10
141,12,32,0,3,62,37
141,35,34,18,18,39,68
141,7,2,66,34,5,11
141,9,20,16,28,69,27
142,7,22,65,26,10,10
142,15,33,10,2,39,80
142,35,36,54,34,27,4
142,64,16,3,38,21,12
142,2,20,22,38,75,6
142,11,23,31,54,16,39
143,35,8,5,12,0,50
143,6,54,3,3,6,23
143,27,27,8,26,55,26
143,73,32,13,3,27,5
143,26,21,19,39,19,51
143,9,19,30,56,17,37
144,1,58,17,36,27,37
144,27,70,17,25,26,32
144,16,17,5,24,3,77
144,35,17,33,18,73,4
144,59,18,16,15,12,20
144,34,34,51,32,36,31
145,30,72,8,1,23,19
145,8,74,33,11,0,11
145,0,53,27,24,5,33
145,26,38,51,26,38,27
145,7,17,9,24,74,22
145,35,32,3,37,21,61
146,59,27,18,34,4,8
146,20,19,1,18,50,19
146,25,39,38,29,56,11
146,6,20,14,77,31,29
146,20,63,37,21,26,21
146,24,26,21,13,13,58
147,34,4,25,56,27,17
147,9,29,3,14,55,4
147,26,50,8,25,3,30
147,31,58,14,20,25,22
147,37,29,38,59,2,8
147,25,20,28,61,8,8
148,79,30,4,25,16,4
148,12,21,33,24,62,0
148,37,27,26,2,35,78
148,13,59,23,12,2,8
148,16,38,11,29,10,51
148,9,58,22,0,37,32
149,24,35,12,3,5,73
149,9,31,5,77,16,21
149,37,21,11,55,12,11
149,20,61,2,27,38,28
149,15,63,29,12,33,12
149,36,67,30,11,2,2
150,62,36,23,35,1,30
150,14,22,63,11,15,33
150,36,14,62,34,2,29
150,12,37,31,3,17,61
150,12,16,32,64,13,26
150,15,7,37,19,38,70
151,30,78,27,1,30,31
151,61,7,17,36,19,23
151,54,3,0,34,34,2
151,30,19,57,26,32,16
151,37,1,12,15,35,72
151,31,16,25,28,20,71
152,19,72,20,31,5,12
152,8,62,0,26,24,16
152,30,71,13,33,25,11
152,67,16,18,31,36,26
152,31,39,3,33,70,8
152,4,36,11,5,14,77
153,36,21,21,11,32,62
153,0,20,29,50,23,28
153,1,31,16,38,6,54
153,0,15,12,5,27,52
153,5,29,25,72,25,36
153,23,16,24,67,6,34
154,33,26,17,29,6,75
154,7,17,32,55,37,10
154,4,33,67,0,14,33
154,23,8,0,29,1,52
154,26,36,0,35,5,72
154,15,7,35,25,59,3
155,39,54,36,13,24,33
155,13,23,29,60,11,33
155,23,5,75,10,17,39
155,2,33,13,4,34,66
155,7,70,10,35,19,32
155,70,39,38,6,11,20
156,33,15,9,72,7,22
156,18,78,10,39,38,34
156,2,80,10,38,2,11
156,35,3,15,31,2,61
156,23,7,28,3,39,77
156,10,21,7,8,64,20
157,54,12,24,13,27,10
157,28,21,1,61,7,1
157,32,8,75,16,35,9
157,3,39,75,28,34,1
157,26,32,24,76,3,14
157,65,1,16,38,10,6
158,18,18,64,4,21,25
158,0,7,19,20,9,73
158,6,6,15,32,11,52
158,7,35,28,31,37,60
158,25,77,34,29,8,25
158,15,26,13,26,37,80
159,51,28,4,6,0,10
159,11,11,4,55,6,14
159,57,3,3,2,6,23
159,1,23,53,13,21,12
159,65,26,31,1,31,2
159,15,23,31,29,9,77
160,69,18,16,30,15,23
160,25,11,35,8,18,76
160,61,19,5,38,39,2
160,76,26,36,16,27,4
160,21,1,50,36,28,29
160,17,65,17,23,12,14
161,33,35,2,12,13,71
161,29,34,8,20,61,4
161,36,72,36,3,22,6
161,25,35,29,9,76,5
161,5,8,28,69,14,17
161,5,30,32,14,70,24
162,70,25,2,27,15,38
162,11,20,61,36,10,38
162,56,3,11,10,30,24
162,1,9,25,37,65,36
162,34,55,31,23,18,15
162,8,54,4,38,22,33
163,27,1,10,73,15,4
163,58,15,9,26,29,30
163,78,21,26,2,5,1
163,65,19,11,36,35,15
163,12,58,16,24,25,22
163,30,4,10,21,55,38
164,4,13,31,15,68,1
164,57,26,33,36,30,7
164,39,30,4,15,14,80
164,4,25,34,73,30,11
164,53,17,22,17,8,13
164,31,30,67,10,19,24
165,37,20,38,28,57,37
165,24,11,68,9,37,37
165,67,14,33,23,21,0
165,12,30,21,16,14,61
165,5,74,0,3,20,39
165,21,13,63,20,23,30
166,1,11,31,71,28,5
166,31,30,20,53,8,12
166,28,1,53,27,7,5
166,4,22,51,18,21,29
166,28,4,54,5,10,6
166,33,19,11,19,66,39
167,16,71,34,18,33,9
167,20,35,77,34,6,19
167,4,4,18,15,66,28
167,32,3,13,64,23,27
